"Delay (s)";"Crosscorrelation (a.u.)";"Normalized CC (a.u.)";"Crosscorrelation history 1 (a.u.)";"Normalized CC history 1 (a.u.)";"Crosscorrelation history 2 (a.u.)";"Normalized CC history 2 (a.u.)";"Crosscorrelation history 3 (a.u.)";"Normalized CC history 3 (a.u.)";"Crosscorrelation history 4 (a.u.)";"Normalized CC history 4 (a.u.)";"Crosscorrelation history 5 (a.u.)";"Normalized CC history 5 (a.u.)"
1.441666667E-2;NaN;1.804316724E-3;3.071516041E-7;1.844931919E-2;1.528907559E-7;9.183511722E-3;2.303885942E-8;1.383848450E-3;1.160293238E-7;6.969398830E-3;7.066643172E-8;4.244638601E-3
1.443750000E-2;NaN;1.809535280E-3;3.623861355E-7;2.182998367E-2;1.696123610E-7;1.021737508E-2;2.920012131E-8;1.759002647E-3;9.431763895E-8;5.681653675E-3;8.803478244E-8;5.303177123E-3
1.445833333E-2;NaN;1.814761372E-3;3.987600598E-7;2.409050818E-2;1.835522868E-7;1.108904404E-2;3.748885706E-8;2.264834693E-3;7.641571847E-8;4.616544324E-3;1.125034785E-7;6.796733783E-3
1.447916667E-2;NaN;1.819995000E-3;4.069311039E-7;2.465504865E-2;1.961242953E-7;1.188273394E-2;4.656508874E-8;2.821274945E-3;6.621257110E-8;4.011672113E-3;1.433641953E-7;8.686117075E-3
1.450000000E-2;NaN;1.825236163E-3;3.842216024E-7;2.334616906E-2;2.099888646E-7;1.275939589E-2;5.460607249E-8;3.317987828E-3;6.549619248E-8;3.979696022E-3;1.794078593E-7;1.090122520E-2
1.452083333E-2;NaN;1.830484863E-3;3.359454480E-7;2.047150091E-2;2.279733378E-7;1.389200663E-2;6.002671382E-8;3.657846636E-3;7.359060315E-8;4.484389083E-3;2.197842526E-7;1.339298852E-2
1.454166667E-2;NaN;1.835741098E-3;2.735871474E-7;1.671944683E-2;2.517231360E-7;1.538329423E-2;6.210197189E-8;3.795173226E-3;8.767539275E-8;5.358015101E-3;2.645728982E-7;1.616856839E-2
1.456250000E-2;NaN;1.841004869E-3;2.108692221E-7;1.292358238E-2;2.805723483E-7;1.719549122E-2;6.112735486E-8;3.746323898E-3;1.035830977E-7;6.348317136E-3;3.141656352E-7;1.925432942E-2
1.458333333E-2;NaN;1.846276176E-3;1.596756524E-7;9.814092505E-3;3.108421900E-7;1.910519207E-2;5.803960042E-8;3.567269017E-3;1.168970025E-7;7.184802311E-3;3.672377545E-7;2.257141424E-2
1.460416667E-2;NaN;1.851555019E-3;1.273729669E-7;7.851066734E-3;3.359360683E-7;2.070656400E-2;5.377760938E-8;3.314766158E-3;1.241995456E-7;7.655462103E-3;4.184090326E-7;2.579006611E-2
1.462500000E-2;NaN;1.856841397E-3;1.159167967E-7;7.165326149E-3;3.480326435E-7;2.151342578E-2;4.887095225E-8;3.020928133E-3;1.243205193E-7;7.684797144E-3;4.578008591E-7;2.829868113E-2
1.464583333E-2;NaN;1.862135312E-3;1.223229847E-7;7.582878327E-3;3.414706037E-7;2.116797629E-2;4.353412754E-8;2.698707794E-3;1.191822531E-7;7.388182412E-3;4.740733727E-7;2.938810487E-2
1.466666667E-2;NaN;1.867436762E-3;1.400742821E-7;8.708013458E-3;3.161611091E-7;1.965482280E-2;3.808587292E-8;2.367688694E-3;1.136001098E-7;7.062190651E-3;4.599785356E-7;2.859553673E-2
1.468750000E-2;NaN;1.872745748E-3;1.612521443E-7;1.005307912E-2;2.787244064E-7;1.737675193E-2;3.322954422E-8;2.071657642E-3;1.136924910E-7;7.088027340E-3;4.170794826E-7;2.600233972E-2
1.470833333E-2;NaN;1.878062270E-3;1.790132273E-7;1.119205646E-2;2.407118539E-7;1.504950612E-2;2.990041508E-8;1.869398920E-3;1.244537311E-7;7.780951195E-3;3.564922051E-7;2.228819036E-2
1.472916667E-2;NaN;1.883386327E-3;1.895537895E-7;1.188465740E-2;2.153242539E-7;1.350041587E-2;2.878803674E-8;1.804954439E-3;1.478882708E-7;9.272309653E-3;2.951643695E-7;1.850623729E-2
1.475000000E-2;NaN;1.888717921E-3;1.927168910E-7;1.211718292E-2;2.141723435E-7;1.346620657E-2;2.990117051E-8;1.880052915E-3;1.830407449E-7;1.150878980E-2;2.499512417E-7;1.571582492E-2
1.477083333E-2;NaN;1.894057050E-3;1.910364342E-7;1.204547808E-2;2.444706406E-7;1.541468126E-2;3.249594221E-8;2.048976475E-3;2.281794706E-7;1.438746919E-2;2.322779457E-7;1.464589158E-2
1.479166667E-2;NaN;1.899403715E-3;1.878615386E-7;1.187872807E-2;3.065581512E-7;1.938406840E-2;3.542536718E-8;2.239991786E-3;2.838154378E-7;1.794601722E-2;2.451004325E-7;1.549801736E-2
1.481250000E-2;NaN;1.904757916E-3;1.856602438E-7;1.177262975E-2;3.923208566E-7;2.487688315E-2;3.769047809E-8;2.389935695E-3;3.542675458E-7;2.246394040E-2;2.826465157E-7;1.792248417E-2
1.483333333E-2;NaN;1.910119653E-3;1.854099007E-7;1.178984992E-2;4.856289750E-7;3.088018875E-2;3.882431193E-8;2.468761425E-3;4.458875000E-7;2.835310673E-2;3.327261882E-7;2.115740209E-2
1.485416667E-2;NaN;1.915488925E-3;1.870863696E-7;1.192989374E-2;5.656044990E-7;3.606677271E-2;3.888018525E-8;2.479263880E-3;5.620617486E-7;3.584086296E-2;3.807934678E-7;2.428196996E-2
1.487500000E-2;NaN;1.920865734E-3;1.903581292E-7;1.217259632E-2;6.125185069E-7;3.916796489E-2;3.812847926E-8;2.438154798E-3;6.977021122E-7;4.461509574E-2;4.144984134E-7;2.650541839E-2
1.489583333E-2;NaN;1.926250078E-3;1.945697407E-7;1.247678673E-2;6.145961828E-7;3.941098689E-2;3.678072749E-8;2.358564549E-3;8.370812436E-7;5.367784383E-2;4.272442477E-7;2.739704202E-2
1.491666667E-2;NaN;1.931641958E-3;1.981015344E-7;1.273882149E-2;5.726471457E-7;3.682379236E-2;3.493705886E-8;2.246610344E-3;9.572288397E-7;6.155412857E-2;4.195071144E-7;2.697619815E-2
1.493750000E-2;NaN;1.937041374E-3;1.981157522E-7;1.277534647E-2;4.996722486E-7;3.222099215E-2;3.267924483E-8;2.107296721E-3;1.035670891E-6;6.678446470E-2;3.973067742E-7;2.562003091E-2
1.495833333E-2;NaN;1.942448325E-3;1.914012893E-7;1.237682115E-2;4.152879679E-7;2.685428570E-2;3.012388652E-8;1.947938581E-3;1.058542431E-6;6.844985426E-2;3.684829237E-7;2.382767254E-2
1.497916667E-2;NaN;1.947862813E-3;1.759699138E-7;1.141068115E-2;3.380934643E-7;2.192350179E-2;2.738168122E-8;1.775551440E-3;1.024949150E-6;6.646231562E-2;3.387647635E-7;2.196703185E-2
1.500000000E-2;NaN;1.953284836E-3;1.523762965E-7;9.908268677E-3;2.799954124E-7;1.820670169E-2;2.450343823E-8;1.593336071E-3;9.458023425E-7;6.150079732E-2;3.099765532E-7;2.015622537E-2
1.502083333E-2;NaN;1.958714395E-3;1.239113205E-7;8.079730639E-3;2.445400913E-7;1.594542016E-2;2.149496322E-8;1.401595207E-3;8.384767527E-7;5.467350588E-2;2.812438077E-7;1.833871353E-2
1.504166667E-2;NaN;1.964151490E-3;9.547278958E-8;6.242655590E-3;2.287109595E-7;1.495466673E-2;1.840253240E-8;1.203281817E-3;7.205843183E-7;4.711666793E-2;2.517433072E-7;1.646067713E-2
1.506250000E-2;NaN;1.969596121E-3;7.166705969E-8;4.699066050E-3;2.263524070E-7;1.484147551E-2;1.541118304E-8;1.010480510E-3;6.059403878E-7;3.973030172E-2;2.225113429E-7;1.458962460E-2
1.508333333E-2;NaN;1.975048287E-3;5.516937678E-8;3.627359321E-3;2.314529247E-7;1.521791568E-2;1.286770592E-8;8.460453199E-4;5.037589327E-7;3.312190144E-2;1.961055247E-7;1.289384156E-2
1.510416667E-2;NaN;1.980507990E-3;4.622737124E-8;3.047828872E-3;2.400947857E-7;1.582975195E-2;1.115908015E-8;7.357322239E-4;4.199480689E-7;2.768770567E-2;1.749555339E-7;1.153503894E-2
1.512500000E-2;NaN;1.985975228E-3;4.337634343E-8;2.867751715E-3;2.505648477E-7;1.656566033E-2;1.048998457E-8;6.935271365E-4;3.584385671E-7;2.369754420E-2;1.599242140E-7;1.057311204E-2
1.514583333E-2;NaN;1.991450002E-3;4.460213629E-8;2.956921875E-3;2.620536326E-7;1.737298217E-2;1.071698715E-8;7.104882497E-4;3.211975084E-7;2.129395625E-2;1.497999483E-7;9.931065658E-3
1.516666667E-2;NaN;1.996932312E-3;4.821756909E-8;3.205408898E-3;2.731435237E-7;1.815804276E-2;1.138929292E-8;7.571377312E-4;3.070852639E-7;2.041442270E-2;1.417753810E-7;9.424947717E-3
1.518750000E-2;NaN;2.002422158E-3;5.332190877E-8;3.554480305E-3;2.814039969E-7;1.875861138E-2;1.198177916E-8;7.987148062E-4;3.108258465E-7;2.071989497E-2;1.326943591E-7;8.845510161E-3
1.520833333E-2;NaN;2.007919539E-3;6.009253937E-8;4.016813286E-3;2.844319856E-7;1.901251288E-2;1.214752910E-8;8.119869257E-4;3.233958719E-7;2.161700685E-2;1.205084447E-7;8.055241583E-3
1.522916667E-2;NaN;2.013424456E-3;6.992941870E-8;4.687162820E-3;2.814359178E-7;1.886382004E-2;1.182426195E-8;7.925454269E-4;3.343396427E-7;2.240980079E-2;1.050640146E-7;7.042131226E-3
1.525000000E-2;NaN;2.018936910E-3;8.528183640E-8;5.731840196E-3;2.740075652E-7;1.841620258E-2;1.116124339E-8;7.501534467E-4;3.353172378E-7;2.253686017E-2;8.785202067E-8;5.904583726E-3
1.527083333E-2;NaN;2.024456899E-3;1.089808486E-7;7.344690549E-3;2.652896005E-7;1.787901312E-2;1.036076283E-8;6.982566003E-4;3.231833620E-7;2.178072400E-2;7.122511209E-8;4.800168235E-3
1.529166667E-2;NaN;2.029984423E-3;1.430338004E-7;9.665986090E-3;2.578536736E-7;1.742532195E-2;9.544914996E-9;6.450294638E-4;3.007859529E-7;2.032661391E-2;5.772674108E-8;3.901077051E-3
1.531250000E-2;NaN;2.035519484E-3;1.870405475E-7;1.267435337E-2;2.515814554E-7;1.704781294E-2;8.715564627E-9;5.905892992E-4;2.748069398E-7;1.862163210E-2;4.957253842E-8;3.359163976E-3
1.533333333E-2;NaN;2.041062080E-3;2.368140292E-7;1.609082916E-2;2.431780157E-7;1.652324365E-2;7.801522156E-9;5.300908928E-4;2.517585324E-7;1.710626497E-2;4.811403161E-8;3.269209452E-3
1.535416667E-2;NaN;2.046612213E-3;2.842512755E-7;1.936657249E-2;2.280199927E-7;1.553542974E-2;6.748719556E-9;4.598029201E-4;2.344547672E-7;1.597384300E-2;5.346426725E-8;3.642620796E-3
1.537500000E-2;NaN;2.052169881E-3;3.191958428E-7;2.180646748E-2;2.032155781E-7;1.388305642E-2;5.585863769E-9;3.816088441E-4;2.209729572E-7;1.509618535E-2;6.451508730E-8;4.407470163E-3
1.539583333E-2;NaN;2.057735085E-3;3.328726616E-7;2.280249522E-2;1.696497245E-7;1.162137201E-2;4.420155333E-9;3.027901732E-4;2.064734756E-7;1.414387838E-2;7.907958521E-8;5.417122137E-3
1.541666667E-2;NaN;2.063307824E-3;3.213095001E-7;2.207000207E-2;1.316489277E-7;9.042658579E-3;3.373260888E-9;2.317014428E-4;1.865012196E-7;1.281033490E-2;9.392924394E-8;6.451781250E-3
1.543750000E-2;NaN;2.068888100E-3;2.869887599E-7;1.976590354E-2;9.488092323E-8;6.534775706E-3;2.518065091E-9;1.734278085E-4;1.597007244E-7;1.099913849E-2;1.051885012E-7;7.244694077E-3
1.545833333E-2;NaN;2.074475911E-3;2.378615844E-7;1.642659259E-2;6.413658421E-8;4.429237876E-3;1.861462149E-9;1.285515710E-4;1.285084808E-7;8.874726295E-3;1.096261549E-7;7.570723065E-3
1.547916667E-2;NaN;2.080071259E-3;1.842722959E-7;1.276006958E-2;4.210087800E-8;2.915306014E-3;1.372640691E-9;9.504950613E-5;9.781453030E-8;6.773238516E-3;1.062603762E-7;7.358077277E-3
1.550000000E-2;NaN;2.085674142E-3;1.353511123E-7;9.397732270E-3;2.920703408E-8;2.027910092E-3;1.020694568E-9;7.086912043E-5;7.274237050E-8;5.050666454E-3;9.702922334E-8;6.736957292E-3
1.552083333E-2;NaN;2.091284560E-3;9.657773883E-8;6.723647654E-3;2.423803395E-8;1.687428201E-3;7.908999217E-10;5.506167847E-5;5.693236637E-8;3.963575625E-3;8.616700428E-8;5.998862504E-3
1.554166667E-2;NaN;2.096902515E-3;6.936690002E-8;4.842228834E-3;2.527403357E-8;1.764280284E-3;6.786170044E-10;4.737156806E-5;5.195969497E-8;3.627100722E-3;7.906355691E-8;5.519114085E-3
1.556250000E-2;NaN;2.102528005E-3;5.226642830E-8;3.658300654E-3;3.057708528E-8;2.140191605E-3;6.768221239E-10;4.737302507E-5;5.758148167E-8;4.030318866E-3;8.130849625E-8;5.691051304E-3
1.558333333E-2;NaN;2.108161032E-3;4.260900061E-8;2.990335466E-3;3.903483262E-8;2.739497354E-3;7.679043132E-10;5.389216995E-5;7.228941631E-8;5.073331980E-3;9.787788008E-8;6.869151868E-3
1.560416667E-2;NaN;2.113801594E-3;3.767085114E-8;2.650845621E-3;5.014996252E-8;3.528983406E-3;9.273794966E-10;6.525841077E-5;9.407902138E-8;6.620210436E-3;1.320777865E-7;9.294130911E-3
1.562500000E-2;NaN;2.119449692E-3;3.520929290E-8;2.484249426E-3;6.380361518E-8;4.501768747E-3;1.138098591E-9;8.030041328E-5;1.216744078E-7;8.584937467E-3;1.841177804E-7;1.299073207E-2
1.564583333E-2;NaN;2.125105326E-3;3.367893503E-8;2.382613467E-3;8.002247680E-8;5.661183487E-3;1.407795204E-9;9.959435503E-5;1.561024339E-7;1.104345375E-2;2.496391023E-7;1.766069760E-2
1.566666667E-2;NaN;2.130768495E-3;3.231695506E-8;2.292352937E-3;9.900122387E-8;7.022497813E-3;1.770615350E-9;1.255958456E-4;2.017673819E-7;1.431205538E-2;3.191080843E-7;2.263543557E-2
1.568750000E-2;NaN;2.136439201E-3;3.105521543E-8;2.208715946E-3;1.216354756E-7;8.650985378E-3;2.266195827E-9;1.611768842E-4;2.656678197E-7;1.889488583E-2;3.793064338E-7;2.697711664E-2
1.570833333E-2;NaN;2.142117442E-3;3.026063333E-8;2.157923641E-3;1.504803068E-7;1.073093904E-2;2.925449291E-9;2.086174509E-4;3.540243113E-7;2.524591679E-2;4.173823403E-7;2.976405714E-2
1.572916667E-2;NaN;2.147803219E-3;3.046006128E-8;2.177910577E-3;1.902349220E-7;1.360189807E-2;3.781428387E-9;2.703741402E-4;4.671917706E-7;3.340446000E-2;4.260522472E-7;3.046296220E-2
1.575000000E-2;NaN;2.153496532E-3;3.213733142E-8;2.303927298E-3;2.463880488E-7;1.766357462E-2;4.892076261E-9;3.507132529E-4;5.954833422E-7;4.269023802E-2;4.069952400E-7;2.917751419E-2
1.577083333E-2;NaN;2.159197380E-3;3.560788390E-8;2.559489147E-3;3.217004059E-7;2.312377505E-2;6.325833776E-9;4.546999462E-4;7.190471015E-7;5.168499362E-2;3.700825442E-7;2.660147561E-2
1.579166667E-2;NaN;2.164905765E-3;4.096133989E-8;2.952078717E-3;4.121010169E-7;2.970006949E-2;8.099052737E-9;5.836977324E-4;8.133514436E-7;5.861813828E-2;3.286899887E-7;2.368864697E-2
1.581250000E-2;NaN;2.170621685E-3;4.807663310E-8;3.474025208E-3;5.047900470E-7;3.647620964E-2;1.010262698E-8;7.300174435E-4;8.586676181E-7;6.204745961E-2;2.939727883E-7;2.124252076E-2
1.583333333E-2;NaN;2.176345141E-3;5.663739221E-8;4.103418397E-3;5.806023264E-7;4.206504175E-2;1.207396656E-8;8.747672619E-4;8.490480075E-7;6.151411776E-2;2.714292255E-7;1.966523588E-2
1.585416667E-2;NaN;2.182076133E-3;6.613433957E-8;4.804096279E-3;6.203250510E-7;4.506132954E-2;1.364393739E-8;9.911157998E-4;7.956786187E-7;5.779927215E-2;2.611091235E-7;1.896735307E-2
1.587500000E-2;NaN;2.187814661E-3;7.606966201E-8;5.540344847E-3;6.122182473E-7;4.458939506E-2;1.446316893E-8;1.053388977E-3;7.220995974E-7;5.259233021E-2;2.602458869E-7;1.895436262E-2
1.589583333E-2;NaN;2.193560725E-3;8.655331510E-8;6.320452189E-3;5.570065963E-7;4.067473969E-2;1.436779222E-8;1.049190822E-3;6.533521672E-7;4.771025963E-2;2.658335742E-7;1.941217843E-2
1.591666667E-2;NaN;2.199314324E-3;9.888960660E-8;7.240236197E-3;4.677379623E-7;3.424559407E-2;1.349007920E-8;9.876807391E-4;6.047841643E-7;4.427947838E-2;2.753629683E-7;2.016079342E-2
1.593750000E-2;NaN;2.205075459E-3;1.153535919E-7;8.467775989E-3;3.645981054E-7;2.676410012E-2;1.223246340E-8;8.979500179E-4;5.765028690E-7;4.231942042E-2;2.858180282E-7;2.098108084E-2
1.595833333E-2;NaN;2.210844130E-3;1.377691971E-7;1.013969833E-2;2.674477304E-7;1.968393055E-2;1.110429717E-8;8.172670372E-4;5.560676414E-7;4.092611598E-2;2.926907358E-7;2.154179476E-2
1.597916667E-2;NaN;2.216620337E-3;1.656131573E-7;1.222083647E-2;1.897974002E-7;1.400542703E-2;1.051424912E-8;7.758617803E-4;5.272209096E-7;3.890440001E-2;2.907035044E-7;2.145143566E-2
1.600000000E-2;NaN;2.222404080E-3;1.949820330E-7;1.442555073E-2;1.364868332E-7;1.009784187E-2;1.061528158E-8;7.853609920E-4;4.792397443E-7;3.545607324E-2;2.761785576E-7;2.043279440E-2
1.602083333E-2;NaN;2.228195359E-3;2.193342052E-7;1.626950774E-2;1.049988890E-7;7.788480763E-3;1.125221922E-8;8.346535255E-4;4.117863824E-7;3.054499288E-2;2.491841338E-7;1.848367969E-2
1.604166667E-2;NaN;2.233994173E-3;2.318847963E-7;1.724523406E-2;8.883014952E-8;6.606283569E-3;1.202456522E-8;8.942649325E-4;3.334491766E-7;2.479856027E-2;2.136765848E-7;1.589109237E-2
1.606250000E-2;NaN;2.239800523E-3;2.285481268E-7;1.704126344E-2;8.115375860E-8;6.051078164E-3;1.245091350E-8;9.283790680E-4;2.560958109E-7;1.909530496E-2;1.756024242E-7;1.309346619E-2
1.608333333E-2;NaN;2.245614409E-3;2.098752742E-7;1.568957737E-2;7.747193441E-8;5.791544115E-3;1.216802061E-8;9.096407454E-4;1.891861233E-7;1.414292527E-2;1.404391198E-7;1.049876144E-2
1.610416667E-2;NaN;2.251435831E-3;1.809459986E-7;1.356198749E-2;7.667936858E-8;5.747154652E-3;1.106731039E-8;8.295001067E-4;1.371975064E-7;1.028301747E-2;1.116984914E-7;8.371854336E-3
1.612500000E-2;NaN;2.257264789E-3;1.493469413E-7;1.122260356E-2;8.071756247E-8;6.065482134E-3;9.315864433E-9;7.000361205E-4;1.007514349E-7;7.570917778E-3;9.095364913E-8;6.834667908E-3
1.614583333E-2;NaN;2.263101282E-3;1.224045792E-7;9.221815696E-3;9.348802432E-8;7.043276776E-3;7.278346131E-9;5.483419576E-4;7.976513267E-8;6.009410409E-3;7.889046285E-8;5.943513823E-3
1.616666667E-2;NaN;2.268945311E-3;1.050581805E-7;7.935397487E-3;1.193389460E-7;9.014071704E-3;5.395116684E-9;4.075112967E-4;7.638026782E-8;5.769258351E-3;7.623516400E-8;5.758298172E-3
1.618750000E-2;NaN;2.274796876E-3;9.923447588E-8;7.514844283E-3;1.610264791E-7;1.219423900E-2;4.057027770E-9;3.072312487E-4;9.629724748E-8;7.292413380E-3;8.366463406E-8;6.335768808E-3
1.620833333E-2;NaN;2.280655977E-3;1.047106748E-7;7.949970561E-3;2.173803153E-7;1.650421135E-2;3.524499939E-9;2.675913493E-4;1.483007098E-7;1.125946595E-2;1.009781954E-7;7.666588744E-3
1.622916667E-2;NaN;2.286522614E-3;1.207283660E-7;9.189663436E-3;2.818545251E-7;2.145434673E-2;3.940012691E-9;2.999078988E-4;2.421773006E-7;1.843417549E-2;1.268312491E-7;9.654205810E-3
1.625000000E-2;NaN;2.292396787E-3;1.471799322E-7;1.123189855E-2;3.433325317E-7;2.620110028E-2;5.428018727E-9;4.142341604E-4;3.850570826E-7;2.938527027E-2;1.598728582E-7;1.220054729E-2
1.627083333E-2;NaN;2.298278495E-3;1.844423983E-7;1.411166300E-2;3.894072399E-7;2.979349536E-2;8.176573986E-9;6.255885720E-4;5.764168057E-7;4.410157200E-2;2.004322481E-7;1.533504424E-2
1.629166667E-2;NaN;2.304167739E-3;2.317956572E-7;1.778009877E-2;4.108037631E-7;3.151107993E-2;1.239427282E-8;9.507140792E-4;8.030998623E-7;6.160251251E-2;2.507926041E-7;1.923727703E-2
1.631250000E-2;NaN;2.310064519E-3;2.853703091E-7;2.194561105E-2;4.049033995E-7;3.113797139E-2;1.811935795E-8;1.393418899E-3;1.037241586E-6;7.976618336E-2;3.129994814E-7;2.407035581E-2
1.633333333E-2;NaN;2.315968835E-3;3.371691100E-7;2.599532629E-2;3.766483106E-7;2.903912440E-2;2.499466910E-8;1.927058438E-3;1.240168883E-6;9.561550515E-2;3.852451518E-7;2.970193035E-2
1.635416667E-2;NaN;2.321880687E-3;3.765058899E-7;2.910224255E-2;3.363216822E-7;2.599618076E-2;3.219260172E-8;2.488345943E-3;1.373022919E-6;1.061286081E-1;4.593614571E-7;3.550661199E-2
1.637500000E-2;NaN;2.327800074E-3;3.937388001E-7;3.051185934E-2;2.954389235E-7;2.289434232E-2;3.862012698E-8;2.992775621E-3;1.410660480E-6;1.093158056E-1;5.218362682E-7;4.043847040E-2
1.639583333E-2;NaN;2.333726998E-3;3.843633900E-7;2.986117191E-2;2.631516402E-7;2.044423734E-2;4.336736579E-8;3.369208408E-3;1.352226611E-6;1.050544155E-1;5.589315233E-7;4.342336118E-2
1.641666667E-2;NaN;2.339661457E-3;3.509972479E-7;2.733830059E-2;2.448756067E-7;1.907275052E-2;4.613326382E-8;3.593204906E-3;1.222209708E-6;9.519486713E-2;5.636142293E-7;4.389850720E-2
1.643750000E-2;NaN;2.345603452E-3;3.021724958E-7;2.359523494E-2;2.427778710E-7;1.895738687E-2;4.732740565E-8;3.695575445E-3;1.060464307E-6;8.280669099E-2;5.400681872E-7;4.217139528E-2
1.645833333E-2;NaN;2.351552983E-3;2.488740075E-7;1.948269769E-2;2.565085784E-7;2.008035768E-2;4.772808963E-8;3.736316022E-3;9.059591878E-7;7.092154441E-2;5.024856338E-7;3.933627217E-2
1.647916667E-2;NaN;2.357510049E-3;2.007814162E-7;1.575766445E-2;2.831618863E-7;2.222302280E-2;4.790431189E-8;3.759611256E-3;7.828439621E-7;6.143891553E-2;4.684215036E-7;3.676251027E-2
1.650000000E-2;NaN;2.363474652E-3;1.638304917E-7;1.289022405E-2;3.168742398E-7;2.493174441E-2;4.779661979E-8;3.760649995E-3;6.959187088E-7;5.475505799E-2;4.504729016E-7;3.544332052E-2
1.652083333E-2;NaN;2.369446790E-3;1.397512255E-7;1.102344571E-2;3.493015522E-7;2.755257912E-2;4.675861785E-8;3.688275960E-3;6.365762603E-7;5.021253890E-2;4.508671723E-7;3.556398006E-2
1.654166667E-2;NaN;2.375426464E-3;1.271962914E-7;1.005844445E-2;3.718284729E-7;2.940349910E-2;4.403375588E-8;3.482106929E-3;5.938505873E-7;4.696059201E-2;4.616122153E-7;3.650342927E-2
1.656250000E-2;NaN;2.381413674E-3;1.233581096E-7;9.779515303E-3;3.791756523E-7;3.006007556E-2;3.933561245E-8;3.118426711E-3;5.627268040E-7;4.461154123E-2;4.697345754E-7;3.723935528E-2
1.658333333E-2;NaN;2.387408419E-3;1.251190107E-7;9.944084483E-3;3.727471122E-7;2.962482482E-2;3.313044780E-8;2.633108830E-3;5.448601932E-7;4.330385736E-2;4.645550118E-7;3.692144190E-2
1.660416667E-2;NaN;2.393410701E-3;1.296135339E-7;1.032719464E-2;3.616099594E-7;2.881193286E-2;2.645800697E-8;2.108089948E-3;5.427206292E-7;4.324225570E-2;4.431888059E-7;3.531187620E-2
1.662500000E-2;NaN;2.399420518E-3;1.345791918E-7;1.074976739E-2;3.598992573E-7;2.874763361E-2;2.045628253E-8;1.633984242E-3;5.527484454E-7;4.415182712E-2;4.118183274E-7;3.289476750E-2
1.664583333E-2;NaN;2.405437871E-3;1.386199754E-7;1.110030071E-2;3.813256496E-7;3.053549365E-2;1.593156473E-8;1.275755235E-3;5.632028847E-7;4.509971498E-2;3.826766662E-7;3.064367929E-2
1.666666667E-2;NaN;2.411462760E-3;1.410835631E-7;1.132587493E-2;4.330254684E-7;3.476232232E-2;1.319592269E-8;1.059339349E-3;5.584049369E-7;4.482750743E-2;3.684472805E-7;2.957812891E-2
1.668750000E-2;NaN;2.417495185E-3;1.416336116E-7;1.139847444E-2;5.114059758E-7;4.115723577E-2;1.215184258E-8;9.779632498E-4;5.264179568E-7;4.236537895E-2;3.764730047E-7;3.029801947E-2
1.670833333E-2;NaN;2.423535146E-3;1.400444671E-7;1.129874116E-2;6.018179240E-7;4.855447055E-2;1.247358359E-8;1.006364588E-3;4.651385835E-7;3.752722668E-2;4.050222280E-7;3.267705905E-2
1.672916667E-2;NaN;2.429582642E-3;1.364478100E-7;1.103603395E-2;6.824731310E-7;5.519910250E-2;1.375550186E-8;1.112558609E-3;3.834033915E-7;3.101004588E-2;4.433151182E-7;3.585576565E-2
1.675000000E-2;NaN;2.435637675E-3;1.315139249E-7;1.066348604E-2;7.313660311E-7;5.930103192E-2;1.561641674E-8;1.266219086E-3;2.972139831E-7;2.409887136E-2;4.757082369E-7;3.857164285E-2
1.677083333E-2;NaN;2.441700243E-3;1.260795368E-7;1.024829772E-2;7.336007374E-7;5.963028540E-2;1.780786844E-8;1.447501650E-3;2.240288021E-7;1.821004360E-2;4.883997368E-7;3.969927265E-2
1.679166667E-2;NaN;2.447770347E-3;1.204818202E-7;9.817637034E-3;6.861663884E-7;5.591327001E-2;2.030735290E-8;1.654774301E-3;1.784070908E-7;1.453776228E-2;4.753597427E-7;3.873538269E-2
1.681250000E-2;NaN;2.453847986E-3;1.142498223E-7;9.332929192E-3;5.982523738E-7;4.887050963E-2;2.333841668E-8;1.906486906E-3;1.703915508E-7;1.391907879E-2;4.403734047E-7;3.597356845E-2
1.683333333E-2;NaN;2.459933162E-3;1.064480043E-7;8.717171962E-3;4.872910380E-7;3.990492636E-2;2.721121098E-8;2.228363105E-3;2.055114687E-7;1.682961390E-2;3.942580574E-7;3.228632895E-2
1.685416667E-2;NaN;2.466025873E-3;9.648194179E-8;7.920606662E-3;3.727621745E-7;3.060160801E-2;3.202830247E-8;2.629337482E-3;2.842503224E-7;2.333529939E-2;3.490300287E-7;2.865333677E-2
1.687500000E-2;NaN;2.472126121E-3;8.502612688E-8;6.997417749E-3;2.704688164E-7;2.225884403E-2;3.743165364E-8;3.080522742E-3;4.000544150E-7;3.292338446E-2;3.122996699E-7;2.570140889E-2
1.689583333E-2;NaN;2.478233904E-3;7.456129250E-8;6.151350934E-3;1.892767790E-7;1.561544674E-2;4.260187768E-8;3.514680222E-3;5.371963120E-7;4.431901494E-2;2.847771352E-7;2.349428286E-2
1.691666667E-2;NaN;2.484349222E-3;6.892771060E-8;5.700609344E-3;1.309169904E-7;1.082738150E-2;4.656680634E-8;3.851269236E-3;6.711431529E-7;5.550633983E-2;2.619012674E-7;2.166032789E-2
1.693750000E-2;NaN;2.490472077E-3;7.174829737E-8;5.948508119E-3;9.217907398E-8;7.642383025E-3;4.865536651E-8;4.033919317E-3;7.733003531E-7;6.411278869E-2;2.382558704E-7;1.975331863E-2
