"Delay (s)";"Crosscorrelation (a.u.)";"Normalized CC (a.u.)";"Crosscorrelation history 1 (a.u.)";"Normalized CC history 1 (a.u.)";"Crosscorrelation history 2 (a.u.)";"Normalized CC history 2 (a.u.)";"Crosscorrelation history 3 (a.u.)";"Normalized CC history 3 (a.u.)";"Crosscorrelation history 4 (a.u.)";"Normalized CC history 4 (a.u.)";"Crosscorrelation history 5 (a.u.)";"Normalized CC history 5 (a.u.)"
1.695833333E-2;NaN;2.496602468E-3;8.450811495E-8;7.023645639E-3;6.804817664E-8;5.655625846E-3;4.880916686E-8;4.056631628E-3;8.193823843E-7;6.810057843E-2;2.118789065E-7;1.760969770E-2
1.697916667E-2;NaN;2.502740394E-3;1.054022523E-7;8.781738019E-3;5.428239205E-8;4.522614417E-3;4.755164024E-8;3.961832292E-3;7.979597011E-7;6.648314329E-2;1.858014086E-7;1.548030766E-2
1.700000000E-2;NaN;2.508885856E-3;1.295084129E-7;1.081667215E-2;4.846087865E-8;4.047501046E-3;4.563657891E-8;3.811612707E-3;7.149640708E-7;5.971451416E-2;1.661493572E-7;1.387696046E-2
1.702083333E-2;NaN;2.515038854E-3;1.501502342E-7;1.257145355E-2;4.955217776E-8;4.148797398E-3;4.361274464E-8;3.651513408E-3;5.917453008E-7;4.954436869E-2;1.584696567E-7;1.326800413E-2
1.704166667E-2;NaN;2.521199388E-3;1.610480467E-7;1.351691047E-2;5.686269545E-8;4.772538252E-3;4.158316596E-8;3.490113309E-3;4.576946213E-7;3.841472992E-2;1.649137176E-7;1.384135978E-2
1.706250000E-2;NaN;2.527367457E-3;1.585945883E-7;1.334355455E-2;6.937155009E-8;5.836662353E-3;3.930087925E-8;3.306628755E-3;3.410788697E-7;2.869709839E-2;1.840446569E-7;1.548482799E-2
1.708333333E-2;NaN;2.533543063E-3;1.431921603E-7;1.207709031E-2;8.589691722E-8;7.244704073E-3;3.649615826E-8;3.078153151E-3;2.619789259E-7;2.209578472E-2;2.130768059E-7;1.797128993E-2
1.710416667E-2;NaN;2.539726204E-3;1.188590274E-7;1.004925472E-2;1.057098744E-7;8.937524374E-3;3.317892184E-8;2.805200784E-3;2.292337652E-7;1.938118245E-2;2.506126645E-7;2.118871874E-2
1.712500000E-2;NaN;2.545916881E-3;9.135049889E-8;7.742298773E-3;1.287927295E-7;1.091566881E-2;2.969209404E-8;2.516516779E-3;2.409423175E-7;2.042076871E-2;2.975256730E-7;2.521642115E-2
1.714583333E-2;NaN;2.552115094E-3;6.597193060E-8;5.604982124E-3;1.551639142E-7;1.318274238E-2;2.649929816E-8;2.251383143E-3;2.870533148E-7;2.438807965E-2;3.548569818E-7;3.014868629E-2
1.716666667E-2;NaN;2.558320843E-3;4.616118202E-8;3.931395284E-3;1.835233975E-7;1.563008112E-2;2.388286244E-8;2.034024448E-3;3.531561139E-7;3.007713884E-2;4.199908669E-7;3.576923383E-2
1.718750000E-2;NaN;2.564534127E-3;3.317647157E-8;2.832392662E-3;2.103364063E-7;1.795716258E-2;2.179096210E-8;1.860371469E-3;4.254703315E-7;3.632390631E-2;4.841041531E-7;4.132968293E-2
1.720833333E-2;NaN;2.570754947E-3;2.659270912E-8;2.275820713E-3;2.305445149E-7;1.973014408E-2;1.992147678E-8;1.704892468E-3;4.966328353E-7;4.250214930E-2;5.334115250E-7;4.564969262E-2
1.722916667E-2;NaN;2.576983304E-3;2.508315926E-8;2.151833293E-3;2.399944045E-7;2.058863258E-2;1.797299797E-8;1.541866996E-3;5.702564457E-7;4.892114239E-2;5.541883112E-7;4.754268976E-2
1.725000000E-2;NaN;2.583219196E-3;2.702510709E-8;2.324039286E-3;2.382984982E-7;2.049261340E-2;1.586579379E-8;1.364387862E-3;6.609066187E-7;5.683503644E-2;5.390223133E-7;4.635352703E-2
1.727083333E-2;NaN;2.589462623E-3;3.074278978E-8;2.650133210E-3;2.302870675E-7;1.985152974E-2;1.379546407E-8;1.189216000E-3;7.872438376E-7;6.786310069E-2;4.909260999E-7;4.231950224E-2
1.729166667E-2;NaN;2.595713587E-3;3.464126760E-8;2.993403956E-3;2.249035558E-7;1.943425400E-2;1.210672805E-8;1.046160551E-3;9.598604937E-7;8.294298671E-2;4.231287577E-7;3.656319138E-2
1.731250000E-2;NaN;2.601972086E-3;3.753625705E-8;3.251384867E-3;2.317640327E-7;2.007536520E-2;1.109869598E-8;9.613673552E-4;1.169640745E-6;1.013141032E-1;3.545304837E-7;3.070937649E-2
1.733333333E-2;NaN;2.608238122E-3;3.907171963E-8;3.392536638E-3;2.568553300E-7;2.230234875E-2;1.088756085E-8;9.453499721E-4;1.383862115E-6;1.201585948E-1;3.028511305E-7;2.629609256E-2
1.735416667E-2;NaN;2.614511693E-3;3.974466215E-8;3.459267769E-3;2.993697771E-7;2.605633473E-2;1.138931430E-8;9.912950756E-4;1.554060260E-6;1.352611968E-1;2.784822308E-7;2.423833926E-2
1.737500000E-2;NaN;2.620792800E-3;4.037920854E-8;3.522940202E-3;3.512050544E-7;3.064137337E-2;1.238855337E-8;1.080856566E-3;1.633300035E-6;1.424995329E-1;2.815006900E-7;2.455991916E-2
1.739583333E-2;NaN;2.627081442E-3;4.145854966E-8;3.625788140E-3;3.993881140E-7;3.492878306E-2;1.361782820E-8;1.190957243E-3;1.594879215E-6;1.394813420E-1;3.025788340E-7;2.646225584E-2
1.741666667E-2;NaN;2.633377621E-3;4.280144940E-8;3.752203626E-3;4.303517363E-7;3.772693140E-2;1.480588606E-8;1.297963040E-3;1.443223776E-6;1.265207034E-1;3.269532047E-7;2.866246394E-2
1.743750000E-2;NaN;2.639681335E-3;4.370050730E-8;3.840190444E-3;4.343390975E-7;3.816763133E-2;1.571994041E-8;1.381392772E-3;1.211807025E-6;1.064877743E-1;3.398074044E-7;2.986064070E-2
1.745833333E-2;NaN;2.645992586E-3;4.339363776E-8;3.822341314E-3;4.083524594E-7;3.596984620E-2;1.624141115E-8;1.430629466E-3;9.498371601E-7;8.366668493E-2;3.312516753E-7;2.917840101E-2
1.747916667E-2;NaN;2.652311372E-3;4.167163320E-8;3.679423784E-3;3.567194751E-7;3.149677659E-2;1.645800985E-8;1.453170616E-3;7.049908702E-7;6.224762449E-2;2.992204592E-7;2.641986382E-2
1.750000000E-2;NaN;2.658637693E-3;3.929891156E-8;3.478199291E-3;2.892822536E-7;2.560328745E-2;1.668825760E-8;1.477015099E-3;5.105211335E-7;4.518431107E-2;2.493413804E-7;2.206827055E-2
1.752083333E-2;NaN;2.664971551E-3;3.791869728E-8;3.364037033E-3;2.180590697E-7;1.934556930E-2;1.736207393E-8;1.540312929E-3;3.814086420E-7;3.383747039E-2;1.920855744E-7;1.704127599E-2
1.754166667E-2;NaN;2.671312945E-3;3.943962039E-8;3.507294847E-3;1.538149493E-7;1.367848812E-2;1.877960676E-8;1.670036815E-3;3.184724868E-7;2.832118820E-2;1.388337368E-7;1.234623571E-2
1.756250000E-2;NaN;2.677661874E-3;4.525338709E-8;4.033867303E-3;1.038435886E-7;9.256572463E-3;2.088291810E-8;1.861494265E-3;3.151794725E-7;2.809496152E-2;9.874566629E-8;8.802145877E-3
1.758333333E-2;NaN;2.684018339E-3;5.562656432E-8;4.970298806E-3;7.149497582E-8;6.388159996E-3;2.318916398E-8;2.071979017E-3;3.617824460E-7;3.232568614E-2;7.745213681E-8;6.920439323E-3
1.760416667E-2;NaN;2.690382340E-3;6.945049667E-8;6.220197034E-3;5.708585403E-8;5.112782154E-3;2.495047000E-8;2.234639735E-3;4.450559331E-7;3.986055864E-2;7.725922310E-8;6.919570246E-3
1.762500000E-2;NaN;2.696753877E-3;8.445978555E-8;7.582389125E-3;5.935014887E-8;5.328167961E-3;2.548812419E-8;2.288199933E-3;5.461871683E-7;4.903402984E-2;9.779862555E-8;8.779885362E-3
1.764583333E-2;NaN;2.703132949E-3;9.793714591E-8;8.813118960E-3;7.656716871E-8;6.890088128E-3;2.454813441E-8;2.209025255E-3;6.411876900E-7;5.769887753E-2;1.361917784E-7;1.225555771E-2
1.766666667E-2;NaN;2.709519558E-3;1.077356021E-7;9.717763279E-3;1.068586558E-7;9.638662631E-3;2.247728602E-8;2.027453696E-3;7.060269640E-7;6.368371060E-2;1.866515050E-7;1.683598649E-2
1.768750000E-2;NaN;2.715913702E-3;1.132961998E-7;1.024344622E-2;1.476431768E-7;1.334885850E-2;2.009366395E-8;1.816727890E-3;7.247049808E-7;6.552273162E-2;2.403216562E-7;2.172819533E-2
1.770833333E-2;NaN;2.722315382E-3;1.163136689E-7;1.054105245E-2;1.947268117E-7;1.764732860E-2;1.829977694E-8;1.658437142E-3;6.955232184E-7;6.303254635E-2;2.863804540E-7;2.595353939E-2
1.772916667E-2;NaN;2.728724598E-3;1.206040337E-7;1.095560389E-2;2.417793130E-7;2.196309941E-2;1.766286269E-8;1.604484703E-3;6.314872292E-7;5.736395154E-2;3.146843470E-7;2.858575249E-2
1.775000000E-2;NaN;2.735141350E-3;1.307969063E-7;1.190945888E-2;2.808476692E-7;2.557204038E-2;1.819373429E-8;1.656595225E-3;5.545327783E-7;5.049190772E-2;3.190225486E-7;2.904798006E-2
1.777083333E-2;NaN;2.741565637E-3;1.500636399E-7;1.369584735E-2;3.040601207E-7;2.775063299E-2;1.942156800E-8;1.772546839E-3;4.873259242E-7;4.447673980E-2;2.993619471E-7;2.732184513E-2
1.779166667E-2;NaN;2.747997460E-3;1.778780868E-7;1.627247298E-2;3.060233394E-7;2.799533439E-2;2.069195694E-8;1.892921811E-3;4.474908689E-7;4.093693160E-2;2.618679356E-7;2.395595198E-2
1.781250000E-2;NaN;2.754436820E-3;2.091345644E-7;1.917667966E-2;2.858524802E-7;2.621136041E-2;2.150233324E-8;1.971665266E-3;4.464541046E-7;4.093779223E-2;2.165939220E-7;1.986066851E-2
1.783333333E-2;NaN;2.760883714E-3;2.354214839E-7;2.163759512E-2;2.477401698E-7;2.276980589E-2;2.168247215E-8;1.992836618E-3;4.908991350E-7;4.511855314E-2;1.738929077E-7;1.598250198E-2
1.785416667E-2;NaN;2.767338145E-3;2.481423467E-7;2.286008795E-2;1.996271253E-7;1.839062821E-2;2.134052831E-8;1.965993957E-3;5.828556580E-7;5.369551703E-2;1.411917571E-7;1.300727598E-2
1.787500000E-2;NaN;2.773800112E-3;2.421132540E-7;2.235674166E-2;1.505549413E-7;1.390224564E-2;2.066632016E-8;1.908328327E-3;7.164763601E-7;6.615943829E-2;1.214095186E-7;1.121095685E-2
1.789583333E-2;NaN;2.780269614E-3;2.178469480E-7;2.016290832E-2;1.079785559E-7;9.993996905E-3;1.977887058E-8;1.830640998E-3;8.737554519E-7;8.087077299E-2;1.133315994E-7;1.048944991E-2
1.791666667E-2;NaN;2.786746653E-3;1.813397580E-7;1.682307195E-2;7.622914812E-8;7.071854830E-3;1.874202560E-8;1.738716588E-3;1.024076406E-6;9.500459934E-2;1.133990328E-7;1.052014246E-2
1.793750000E-2;NaN;2.793231227E-3;1.415647149E-7;1.316366101E-2;5.654780633E-8;5.258204020E-3;1.770404285E-8;1.646243689E-3;1.130959419E-6;1.051643865E-1;1.180539636E-7;1.097746962E-2
1.795833333E-2;NaN;2.799723337E-3;1.071135703E-7;9.983306274E-3;4.818544287E-8;4.491027915E-3;1.701223504E-8;1.585591372E-3;1.164549512E-6;1.085395102E-1;1.257291480E-7;1.171833400E-2
1.797916667E-2;NaN;2.806222982E-3;8.360505733E-8;7.810332239E-3;4.957698311E-8;4.631450798E-3;1.718669584E-8;1.605570391E-3;1.113774642E-6;1.040481314E-1;1.375413338E-7;1.284902550E-2
1.800000000E-2;NaN;2.812730164E-3;7.268330697E-8;6.805774131E-3;5.884627002E-8;5.510129339E-3;1.873333526E-8;1.754114581E-3;9.913112306E-7;9.282241838E-2;1.561443308E-7;1.462073056E-2
1.802083333E-2;NaN;2.819244881E-3;7.246863853E-8;6.801390105E-3;7.363252253E-8;6.910623965E-3;2.187080788E-8;2.052638208E-3;8.284174954E-7;7.774936400E-2;1.832529379E-7;1.719881516E-2
1.804166667E-2;NaN;2.825767134E-3;7.889142373E-8;7.421316367E-3;9.091604182E-8;8.552472211E-3;2.631278107E-8;2.475243361E-3;6.627826445E-7;6.234796452E-2;2.173875848E-7;2.044965048E-2
1.806250000E-2;NaN;2.832296923E-3;8.732521743E-8;8.233665864E-3;1.074896081E-7;1.013491341E-2;3.123886739E-8;2.945430926E-3;5.263729390E-7;4.963032474E-2;2.534354186E-7;2.389576135E-2
1.808333333E-2;NaN;2.838834248E-3;9.406726704E-8;8.889827725E-3;1.210740252E-7;1.144210159E-2;3.549712950E-8;3.354656470E-3;4.391648515E-7;4.150327735E-2;2.845362879E-7;2.689010386E-2
1.810416667E-2;NaN;2.845379109E-3;9.732365257E-8;9.218777233E-3;1.312815812E-7;1.243537023E-2;3.795707598E-8;3.595403775E-3;4.096222023E-7;3.880059711E-2;3.052439103E-7;2.891358408E-2
1.812500000E-2;NaN;2.851931505E-3;9.743934195E-8;9.250990087E-3;1.395444802E-7;1.324849467E-2;3.786526780E-8;3.594966982E-3;4.381486441E-7;4.159827727E-2;3.139523544E-7;2.980695539E-2
1.814583333E-2;NaN;2.858491438E-3;9.623211828E-8;9.157390277E-3;1.477919719E-7;1.406379482E-2;3.507600578E-8;3.337811534E-3;5.188173262E-7;4.937034354E-2;3.129903987E-7;2.978397738E-2
1.816666667E-2;NaN;2.865058906E-3;9.561315201E-8;9.119393868E-3;1.566421178E-7;1.494021626E-2;3.008183782E-8;2.869146363E-3;6.378982651E-7;6.084147845E-2;3.064682413E-7;2.923033643E-2
1.818750000E-2;NaN;2.871633910E-3;9.619550495E-8;9.195993044E-3;1.643639987E-7;1.571269041E-2;2.383274234E-8;2.278336528E-3;7.720189757E-7;7.380262866E-2;2.976674464E-7;2.845608813E-2
1.820833333E-2;NaN;2.878216449E-3;9.676817497E-8;9.271943653E-3;1.674632187E-7;1.604566303E-2;1.741473111E-8;1.668610632E-3;8.904744676E-7;8.532174024E-2;2.879827466E-7;2.759336734E-2
1.822916667E-2;NaN;2.884806525E-3;9.500348805E-8;9.123700591E-3;1.626828818E-7;1.562332010E-2;1.172389685E-8;1.125909446E-3;9.636212807E-7;9.254178165E-2;2.778089179E-7;2.667949820E-2
1.825000000E-2;NaN;2.891404136E-3;8.891488693E-8;8.558507999E-3;1.492469315E-7;1.436577272E-2;7.268880120E-9;6.996665103E-4;9.741904711E-7;9.377076468E-2;2.679260056E-7;2.578923442E-2
1.827083333E-2;NaN;2.898009284E-3;7.809426308E-8;7.534139997E-3;1.300204820E-7;1.254371928E-2;4.154949503E-9;4.008485387E-4;9.249092040E-7;8.923056769E-2;2.597002309E-7;2.505456636E-2
1.829166667E-2;NaN;2.904621967E-3;6.401411079E-8;6.189849888E-3;1.109774550E-7;1.073097445E-2;2.206671255E-9;2.133742647E-4;8.372560963E-7;8.095854945E-2;2.538667553E-7;2.454766750E-2
1.831250000E-2;NaN;2.911242186E-3;4.935035219E-8;4.782812708E-3;9.929100160E-8;9.622834350E-3;1.136738982E-9;1.101675958E-4;7.418519360E-7;7.189693102E-2;2.492231674E-7;2.415358107E-2
1.833333333E-2;NaN;2.917869940E-3;3.685184600E-8;3.579645008E-3;1.009371350E-7;9.804640760E-3;6.774331115E-10;6.580321799E-5;6.666966283E-7;6.476031776E-2;2.427686832E-7;2.358160578E-2
1.835416667E-2;NaN;2.924505231E-3;2.839806578E-8;2.764750503E-3;1.186473608E-7;1.155115116E-2;6.481449182E-10;6.310144509E-5;6.307071126E-7;6.140375263E-2;2.315686843E-7;2.254483249E-2
1.837500000E-2;NaN;2.931148057E-3;2.458056235E-8;2.398525569E-3;1.507583313E-7;1.471071765E-2;9.641298918E-10;9.407800216E-5;6.455290988E-7;6.298952918E-2;2.150356889E-7;2.098278269E-2
1.839583333E-2;NaN;2.937798419E-3;2.477829135E-8;2.423305290E-3;1.912201137E-7;1.870123756E-2;1.613731491E-9;1.578221841E-4;7.218408183E-7;7.059569398E-2;1.957423575E-7;1.914351090E-2
1.841666667E-2;NaN;2.944456317E-3;2.754774149E-8;2.700261951E-3;2.308663362E-7;2.262978922E-2;2.611568862E-9;2.559890448E-4;8.722933954E-7;8.550322235E-2;1.778900399E-7;1.743699049E-2
1.843750000E-2;NaN;2.951121751E-3;3.114682326E-8;3.059959426E-3;2.598020672E-7;2.552375174E-2;3.937668817E-9;3.868486591E-4;1.105521926E-6;1.086098640E-1;1.644898524E-7;1.615998749E-2
1.845833333E-2;NaN;2.957794721E-3;3.405262871E-8;3.352999239E-3;2.703536172E-7;2.662042571E-2;5.496134943E-9;5.411780817E-4;1.413044811E-6;1.391357541E-1;1.554387548E-7;1.530530964E-2
1.847916667E-2;NaN;2.964475226E-3;3.534002864E-8;3.487622773E-3;2.595375436E-7;2.561313849E-2;7.129459740E-9;7.035893038E-4;1.758121843E-6;1.735048333E-1;1.478726828E-7;1.459320085E-2
1.850000000E-2;NaN;2.971163267E-3;3.482826017E-8;3.444871920E-3;2.299598987E-7;2.274539107E-2;8.692929717E-9;8.598198515E-4;2.077062492E-6;2.054427704E-1;1.383237826E-7;1.368163992E-2
1.852083333E-2;NaN;2.977858844E-3;3.299299643E-8;3.270699541E-3;1.886306903E-7;1.869955381E-2;1.014268016E-8;1.005475796E-3;2.296827350E-6;2.276917216E-1;1.249307682E-7;1.238478012E-2
1.854166667E-2;NaN;2.984561957E-3;3.067171354E-8;3.047427769E-3;1.442457429E-7;1.433172235E-2;1.156892223E-8;1.149445231E-3;2.362385537E-6;2.347178706E-1;1.082552846E-7;1.075584382E-2
1.856250000E-2;NaN;2.991272606E-3;2.867102206E-8;2.855051529E-3;1.042482757E-7;1.038101112E-2;1.313243900E-8;1.307724223E-3;2.259959268E-6;2.250460465E-1;9.050953427E-8;9.012911492E-3
1.858333333E-2;NaN;2.997990790E-3;2.746831218E-8;2.741429308E-3;7.295370193E-8;7.281023138E-3;1.492244857E-8;1.489310213E-3;2.023215371E-6;2.019236521E-1;7.405541687E-8;7.390977969E-3
1.860416667E-2;NaN;3.004716511E-3;2.713514175E-8;2.714253337E-3;5.128541489E-8;5.129938505E-3;1.682367931E-8;1.682826208E-3;1.718561939E-6;1.719030075E-1;6.025566437E-8;6.027207802E-3
1.862500000E-2;NaN;3.011449767E-3;2.742479973E-8;2.749374310E-3;3.782016950E-8;3.791524586E-3;1.849202509E-8;1.853851230E-3;1.417208989E-6;1.420771720E-1;4.926827126E-8;4.939212707E-3
1.864583333E-2;NaN;3.018190559E-3;2.789236904E-8;2.802507873E-3;3.032933932E-8;3.047364392E-3;1.947529944E-8;1.956796137E-3;1.168618945E-6;1.174179142E-1;4.056925976E-8;4.076228510E-3
1.866666667E-2;NaN;3.024938887E-3;2.802577831E-8;2.822208331E-3;2.701153009E-8;2.720073086E-3;1.941750617E-8;1.955351501E-3;9.881472369E-7;9.950686593E-2;3.358624524E-8;3.382149823E-3
1.868750000E-2;NaN;3.031694750E-3;2.743622546E-8;2.769010593E-3;2.697441924E-8;2.722402640E-3;1.823375735E-8;1.840248300E-3;8.626696153E-7;8.706523084E-2;2.799980361E-8;2.825889914E-3
1.870833333E-2;NaN;3.038458150E-3;2.608000577E-8;2.638005668E-3;3.005648974E-8;3.040229018E-3;1.616959810E-8;1.635562961E-3;7.677745004E-7;7.766077593E-2;2.373187941E-8;2.400491509E-3
1.872916667E-2;NaN;3.045229085E-3;2.439430177E-8;2.472994460E-3;3.632944864E-8;3.682930795E-3;1.372624018E-8;1.391510044E-3;6.849158341E-7;6.943396368E-2;2.082214941E-8;2.110864276E-3
1.875000000E-2;NaN;3.052007556E-3;2.324719150E-8;2.361950980E-3;4.564691336E-8;4.637797721E-3;1.149471037E-8;1.167880534E-3;6.092357976E-7;6.189930897E-2;1.932713455E-8;1.963667069E-3
1.877083333E-2;NaN;3.058793563E-3;2.370226100E-8;2.413541251E-3;5.748027579E-8;5.853071011E-3;9.973223297E-9;1.015548088E-3;5.463263938E-7;5.563103403E-2;1.929627387E-8;1.964890733E-3
1.879166667E-2;NaN;3.065587106E-3;2.666334249E-8;2.721090802E-3;7.115925568E-8;7.262060118E-3;9.427979419E-9;9.621594925E-4;5.033261626E-7;5.136626032E-2;2.087602414E-8;2.130473975E-3
1.881250000E-2;NaN;3.072388184E-3;3.251647913E-8;3.325786628E-3;8.633844128E-8;8.830698810E-3;9.835580793E-9;1.005983549E-3;4.820853068E-7;4.930770212E-2;2.446031736E-8;2.501802120E-3
1.883333333E-2;NaN;3.079196799E-3;4.091645198E-8;4.194210241E-3;1.032328464E-7;1.058205784E-2;1.090988878E-8;1.118336636E-3;4.787200668E-7;4.907201162E-2;3.066556545E-8;3.143425747E-3
1.885416667E-2;NaN;3.086012949E-3;5.083044578E-8;5.221994919E-3;1.222277206E-7;1.255689432E-2;1.220101709E-8;1.253454465E-3;4.880405015E-7;5.013815991E-2;4.000895454E-8;4.110264117E-3
1.887500000E-2;NaN;3.092836635E-3;6.083270968E-8;6.263382363E-3;1.429519289E-7;1.471844004E-2;1.324671430E-8;1.363891847E-3;5.077475942E-7;5.227808104E-2;5.246878287E-8;5.402226056E-3
1.889583333E-2;NaN;3.099667857E-3;6.959199035E-8;7.181070654E-3;1.634720278E-7;1.686838062E-2;1.373121694E-8;1.416899251E-3;5.383150951E-7;5.554775360E-2;6.723633505E-8;6.937994877E-3
1.891666667E-2;NaN;3.106506615E-3;7.640346427E-8;7.901328458E-3;1.803580825E-7;1.865188266E-2;1.358758846E-8;1.405171878E-3;5.788672277E-7;5.986404076E-2;8.288619828E-8;8.571745843E-3
1.893750000E-2;NaN;3.113352908E-3;8.151792321E-8;8.448823572E-3;1.898595763E-7;1.967775920E-2;1.299876694E-8;1.347241002E-3;6.232127332E-7;6.459210715E-2;9.797594670E-8;1.015459491E-2
1.895833333E-2;NaN;3.120206737E-3;8.596752452E-8;8.929611693E-3;1.896389942E-7;1.969816614E-2;1.229962029E-8;1.277585155E-3;6.603920074E-7;6.859618471E-2;1.117625201E-7;1.160898737E-2
1.897916667E-2;NaN;3.127068103E-3;9.090726078E-8;9.463476189E-3;1.800301886E-7;1.874120272E-2;1.182584363E-8;1.231074269E-3;6.803504371E-7;7.082470758E-2;1.245037983E-7;1.296088695E-2
1.900000000E-2;NaN;3.133937004E-3;9.694341161E-8;1.011400919E-2;1.639534711E-7;1.710510169E-2;1.177046121E-8;1.228000448E-3;6.806644935E-7;7.101304595E-2;1.369435788E-7;1.428718663E-2
1.902083333E-2;NaN;3.140813440E-3;1.040008426E-7;1.087411148E-2;1.454397872E-7;1.520688122E-2;1.210924290E-8;1.266117215E-3;6.687528224E-7;6.992340217E-2;1.492226548E-7;1.560240997E-2
1.904166667E-2;NaN;3.147697413E-3;1.118143194E-7;1.171669660E-2;1.276799758E-7;1.337921249E-2;1.264368882E-8;1.324895296E-3;6.570992493E-7;6.885551494E-2;1.601511307E-7;1.678177016E-2
1.906250000E-2;NaN;3.154588921E-3;1.205352868E-7;1.265819442E-2;1.118435453E-7;1.174541811E-2;1.314888618E-8;1.380850057E-3;6.544451246E-7;6.872753899E-2;1.677031430E-7;1.761159777E-2
1.908333333E-2;NaN;3.161487966E-3;1.308090154E-7;1.376714835E-2;9.733143020E-8;1.024376060E-2;1.352782573E-8;1.423751895E-3;6.592804309E-7;6.938674269E-2;1.706198052E-7;1.795708164E-2
1.910416667E-2;NaN;3.168394546E-3;1.430531479E-7;1.508868730E-2;8.305330795E-8;8.760138532E-3;1.386467645E-8;1.462391919E-3;6.604546142E-7;6.966217309E-2;1.699209347E-7;1.792259651E-2
1.912500000E-2;NaN;3.175308662E-3;1.563593148E-7;1.652815926E-2;6.873087893E-8;7.265284544E-3;1.436143147E-8;1.518093289E-3;6.445896791E-7;6.813716784E-2;1.689573705E-7;1.785985269E-2
1.914583333E-2;NaN;3.182230313E-3;1.679534206E-7;1.779242911E-2;5.544241452E-8;5.873385765E-3;1.523386108E-8;1.613824787E-3;6.050568623E-7;6.409772000E-2;1.716526697E-7;1.818431530E-2
1.916666667E-2;NaN;3.189159501E-3;1.739764328E-7;1.847061877E-2;4.524328422E-8;4.803360094E-3;1.664623825E-8;1.767287188E-3;5.463796214E-7;5.800768257E-2;1.798946640E-7;1.909894175E-2
1.918750000E-2;NaN;3.196096224E-3;1.713899357E-7;1.823559526E-2;4.020257643E-8;4.277485191E-3;1.869907924E-8;1.989549965E-3;4.815122757E-7;5.123208041E-2;1.917234889E-7;2.039905044E-2
1.920833333E-2;NaN;3.203040483E-3;1.598454424E-7;1.704423322E-2;4.143415461E-8;4.418101534E-3;2.143096035E-8;2.285171731E-3;4.246791308E-7;4.528330642E-2;2.016436014E-7;2.150114834E-2
1.922916667E-2;NaN;3.209992278E-3;1.422213625E-7;1.519790079E-2;4.855875674E-8;5.189031761E-3;2.478249309E-8;2.648279166E-3;3.851670857E-7;4.115929598E-2;2.031199664E-7;2.170557954E-2
1.925000000E-2;NaN;3.216951609E-3;1.234159000E-7;1.321692499E-2;5.971551949E-8;6.395088003E-3;2.849137798E-8;3.051214677E-3;3.660543631E-7;3.920169976E-2;1.918480166E-7;2.054549571E-2
1.927083333E-2;NaN;3.223918476E-3;1.074742018E-7;1.153461390E-2;7.199675622E-8;7.727015145E-3;3.198547926E-8;3.432825249E-3;3.674931329E-7;3.944101307E-2;1.678183059E-7;1.801101410E-2
1.929166667E-2;NaN;3.230892878E-3;9.726117200E-8;1.046108763E-2;8.217624062E-8;8.838602663E-3;3.442918001E-8;3.703087897E-3;3.906276914E-7;4.201461307E-2;1.351069851E-7;1.453165720E-2
1.931250000E-2;NaN;3.237874816E-3;9.341676596E-8;1.006930891E-2;8.764367347E-8;9.447032479E-3;3.500268452E-8;3.772907780E-3;4.380567661E-7;4.721774354E-2;9.987972389E-8;1.076594531E-2
1.933333333E-2;NaN;3.244864291E-3;9.530100072E-8;1.029458352E-2;8.724963416E-8;9.424860592E-3;3.327992038E-8;3.594956164E-3;5.099279037E-7;5.508331869E-2;6.794200504E-8;7.339216171E-3
1.935416667E-2;NaN;3.251861300E-3;1.020541428E-7;1.104784151E-2;8.160566778E-8;8.834197799E-3;2.946243181E-8;3.189446975E-3;5.988287360E-7;6.482603042E-2;4.301182403E-8;4.656232484E-3
1.937500000E-2;NaN;3.258865846E-3;1.131206529E-7;1.227222102E-2;7.261931584E-8;7.878316394E-3;2.433301305E-8;2.639837259E-3;6.884206583E-7;7.468530508E-2;2.623488524E-8;2.846167361E-3
1.939583333E-2;NaN;3.265877928E-3;1.281092032E-7;1.392820210E-2;6.257002377E-8;6.802695787E-3;1.897223011E-8;2.062685965E-3;7.584570278E-7;8.246045177E-2;1.686807833E-8;1.833919799E-3
1.941666667E-2;NaN;3.272897545E-3;1.464407690E-7;1.595545500E-2;5.323029533E-8;5.799707197E-3;1.437415696E-8;1.566136371E-3;7.940524739E-7;8.651599280E-2;1.348805887E-8;1.469591548E-3
1.943750000E-2;NaN;3.279924698E-3;1.672159714E-7;1.825813491E-2;4.540246758E-8;4.957447372E-3;1.112908800E-8;1.215173337E-3;7.933632227E-7;8.662649044E-2;1.485854504E-8;1.622388804E-3
1.945833333E-2;NaN;3.286959387E-3;NaN;1.829729444E-2;3.901404576E-8;4.269038874E-3;9.327361545E-9;1.020629064E-3;7.682396482E-7;8.406318439E-2;2.004220504E-8;2.193080742E-3
1.947916667E-2;NaN;3.294001612E-3;NaN;1.833649591E-2;3.366298321E-8;3.691400700E-3;8.703359879E-9;9.543892336E-4;7.370349692E-7;8.082145852E-2;2.812317851E-8;3.083919218E-3
1.950000000E-2;NaN;3.301051373E-3;NaN;1.837573934E-2;2.920621524E-8;3.209536707E-3;8.864982146E-9;9.741928343E-4;7.142322556E-7;7.848858960E-2;3.808673050E-8;4.185436510E-3
