"Speed of sound (m/s)";"Crosscorrelation (a.u.)";"Normalized CC (a.u.)";"Crosscorrelation history 1 (a.u.)";"Normalized CC history 1 (a.u.)";"Crosscorrelation history 2 (a.u.)";"Normalized CC history 2 (a.u.)";"Crosscorrelation history 3 (a.u.)";"Normalized CC history 3 (a.u.)";"Crosscorrelation history 4 (a.u.)";"Normalized CC history 4 (a.u.)";"Crosscorrelation history 5 (a.u.)";"Normalized CC history 5 (a.u.)"
1.507064364E2;8.141044893E-8;4.143567159E-3;1.246442728E-5;6.344049471E-1;2.664002296E-7;1.355903642E-2;7.789008218E-8;3.964390208E-3;6.788323011E-6;3.455069056E-1;4.096546520E-7;2.085029115E-2
1.504702194E2;8.426151203E-8;4.302154209E-3;1.581348223E-5;8.073916255E-1;2.649110485E-7;1.352560802E-2;9.052233436E-8;4.621814070E-3;8.329294365E-6;4.252701851E-1;3.821087933E-7;1.950939301E-2
1.502347418E2;8.173523813E-8;4.186262107E-3;1.921663270E-5;9.842249575E-1;2.531727943E-7;1.296683902E-2;1.033400779E-7;5.292804698E-3;1.102571241E-5;5.647077454E-1;4.177756102E-7;2.139735867E-2
1.500000000E2;7.469998823E-8;3.837919395E-3;2.241150983E-5;1.151453572E0;2.369350928E-7;1.217319855E-2;1.174497410E-7;6.034306691E-3;1.491150488E-5;7.661199841E-1;5.490660972E-7;2.820979593E-2
1.497659906E2;6.512340451E-8;3.356359898E-3;2.513767239E-5;1.295556892E0;2.214494455E-7;1.141316312E-2;1.371114370E-7;7.066512143E-3;1.964377178E-5;1.012409722E0;8.031881451E-7;4.139507910E-2
1.495327103E2;5.530238228E-8;2.859099464E-3;2.715818711E-5;1.404061724E0;2.093858758E-7;1.082512219E-2;1.702555739E-7;8.802109421E-3;2.459346979E-5;1.271467402E0;1.197424265E-6;6.190610483E-2
1.493001555E2;4.703831332E-8;2.439433898E-3;2.827540259E-5;1.466378590E0;2.002077931E-7;1.038289094E-2;2.273503494E-7;1.179051947E-2;2.908011080E-5;1.508111219E0;1.734711350E-6;8.996312519E-2
1.490683230E2;4.119907096E-8;2.143258355E-3;2.835258794E-5;1.474958526E0;1.911692114E-7;9.945006045E-3;3.183892830E-7;1.656324949E-2;3.261117681E-5;1.696498866E0;2.399781349E-6;1.248414420E-1
1.488372093E2;3.782984222E-8;1.974100813E-3;2.734508206E-5;1.426967324E0;1.793335256E-7;9.358285361E-3;4.486732280E-7;2.341342527E-2;3.501031560E-5;1.826967506E0;3.156752154E-6;1.647309802E-1
1.486068111E2;3.654190389E-8;1.912808861E-3;2.532946258E-5;1.325886594E0;1.635382367E-7;8.560511494E-3;6.146079580E-7;3.217203876E-2;3.636885288E-5;1.903750398E0;3.949625722E-6;2.067456338E-1
1.483771252E2;3.679656987E-8;1.932107407E-3;2.251059358E-5;1.181982037E0;1.453602918E-7;7.632551009E-3;8.018007174E-7;4.210080208E-2;3.685218919E-5;1.935027856E0;4.706989817E-6;2.471537408E-1
1.481481481E2;3.803154138E-8;2.003130793E-3;1.919283614E-5;1.010891478E0;1.287424651E-7;6.780897821E-3;9.877782535E-7;5.202652756E-2;3.651895951E-5;1.923462727E0;5.351443433E-6;2.818618635E-1
1.479198767E2;3.974652366E-8;2.099925618E-3;1.571899287E-5;8.304805747E-1;1.186626692E-7;6.269297438E-3;1.148787316E-6;6.069380894E-2;3.531594786E-5;1.865845281E0;5.812597592E-6;3.070966078E-1
1.476923077E2;4.155407781E-8;2.202194786E-3;1.239858532E-5;6.570738995E-1;1.194472334E-7;6.330210858E-3;1.267138101E-6;6.715309459E-2;3.324131741E-5;1.761652760E0;6.040565844E-6;3.201250829E-1
1.474654378E2;4.318554988E-8;2.295703514E-3;9.453276469E-6;5.025273516E-1;1.333910746E-7;7.090944994E-3;1.334711132E-6;7.095199769E-2;3.050025457E-5;1.621365058E0;6.015965883E-6;3.198031299E-1
1.472392638E2;4.455100264E-8;2.375571147E-3;6.996744786E-6;3.730839725E-1;1.601562065E-7;8.539930431E-3;1.351357142E-6;7.205775058E-2;2.750773876E-5;1.466781591E0;5.753225496E-6;3.067764065E-1
1.470137825E2;4.586504562E-8;2.453146927E-3;5.048430195E-6;2.700213388E-1;1.970128653E-7;1.053746919E-2;1.320828837E-6;7.064611318E-2;2.475030588E-5;1.323799770E0;5.296379154E-6;2.832831860E-1
1.467889908E2;4.768061923E-8;2.558071927E-3;3.566357616E-6;1.913355876E-1;2.395835891E-7;1.285369325E-2;1.247997044E-6;6.695521689E-2;2.261828719E-5;1.213474289E0;4.709273656E-6;2.526531939E-1
1.465648855E2;5.064653118E-8;2.725509333E-3;2.481529460E-6;1.335418546E-1;2.826148335E-7;1.520872898E-2;1.139256453E-6;6.130832700E-2;2.129845793E-5;1.146162324E0;4.063566156E-6;2.186781054E-1
1.463414634E2;5.512741319E-8;2.975710386E-3;1.722632795E-6;9.298561282E-2;3.205891621E-7;1.730501114E-2;1.005065172E-6;5.425218959E-2;2.077676801E-5;1.121504543E0;3.427971947E-6;1.850377360E-1
1.461187215E2;6.089695974E-8;3.297172874E-3;1.228989293E-6;6.654174819E-2;3.484081258E-7;1.886402583E-2;8.614095974E-7;4.663970698E-2;2.095129561E-5;1.134375901E0;2.860284672E-6;1.548657449E-1
1.458966565E2;6.703205890E-8;3.640405101E-3;9.547815440E-7;5.185267557E-2;3.625458972E-7;1.968929428E-2;7.274043399E-7;3.950417924E-2;2.177437101E-5;1.182531651E0;2.401824253E-6;1.304392764E-1
1.456752656E2;7.206537497E-8;3.925661492E-3;8.674927175E-7;4.725546432E-2;3.627213067E-7;1.975874082E-2;6.191770236E-7;3.372881081E-2;2.329836880E-5;1.269146373E0;2.074220811E-6;1.129903059E-1
1.454545455E2;7.448814942E-8;4.069962651E-3;9.410832254E-7;5.141990517E-2;3.534462162E-7;1.931196990E-2;5.438550017E-7;2.971572743E-2;2.558131602E-5;1.397739125E0;1.878764994E-6;1.026539580E-1
1.452344932E2;7.353232333E-8;4.029921395E-3;1.146110338E-6;6.281230298E-2;3.441642935E-7;1.886184180E-2;4.978243656E-7;2.728314530E-2;2.857078377E-5;1.565814972E0;1.799014048E-6;9.859453468E-2
1.450151057E2;6.978738966E-8;3.836262363E-3;1.441356926E-6;7.923241369E-2;3.470435662E-7;1.907723126E-2;4.701818299E-7;2.584622905E-2;3.211707366E-5;1.765498344E0;1.807020373E-6;9.933319302E-2
1.447963801E2;6.518025153E-8;3.593837673E-3;1.771764971E-6;9.768964602E-2;3.725771017E-7;2.054275018E-2;4.485830330E-7;2.473348239E-2;3.613713352E-5;1.992489884E0;1.871329155E-6;1.031793075E-1
1.445783133E2;6.236891506E-8;3.449210631E-3;2.076103300E-6;1.148154905E-1;4.245973972E-7;2.348166319E-2;4.240447990E-7;2.345110264E-2;4.076326730E-5;2.254345691E0;1.963395976E-6;1.085823967E-1
1.443609023E2;6.393155894E-8;3.546287598E-3;2.302982679E-6;1.277465941E-1;4.970975929E-7;2.757403476E-2;3.931946539E-7;2.181053220E-2;4.627261588E-5;2.566744915E0;2.059661035E-6;1.142495272E-1
1.441441441E2;7.165239076E-8;3.986525184E-3;2.428289164E-6;1.351027622E-1;5.747804013E-7;3.197906617E-2;3.582481597E-7;1.993185846E-2;5.276099948E-5;2.935464552E0;2.139254410E-6;1.190217310E-1
1.439280360E2;8.587324178E-8;4.792089206E-3;2.465307484E-6;1.375745592E-1;6.375500628E-7;3.557798344E-2;3.259099874E-7;1.818715237E-2;5.977267707E-5;3.335567573E0;2.180857601E-6;1.217010556E-1
1.437125749E2;1.051362830E-7;5.884653718E-3;2.462269197E-6;1.378173278E-1;6.672315948E-7;3.734606905E-2;3.064183827E-7;1.715074970E-2;6.621856326E-5;3.706363810E0;2.163089451E-6;1.210717367E-1
1.434977578E2;1.265580410E-7;7.104889820E-3;2.489062308E-6;1.397344120E-1;6.536954598E-7;3.669805711E-2;3.124918713E-7;1.754309957E-2;7.074055019E-5;3.971330551E0;2.070403033E-6;1.162311404E-1
1.432835821E2;1.470489022E-7;8.279931807E-3;2.620769794E-6;1.475685630E-1;5.978746344E-7;3.366472737E-2;3.570310347E-7;2.010346610E-2;7.234926727E-5;4.073794434E0;1.902074438E-6;1.071007427E-1
1.430700447E2;1.647062401E-7;9.301874200E-3;2.926222781E-6;1.652600179E-1;5.106965049E-7;2.884186196E-2;4.488144233E-7;2.534703786E-2;7.092282186E-5;4.005404812E0;1.678846933E-6;9.481379067E-2
1.428571429E2;1.794989846E-7;1.016754048E-2;3.464472640E-6;1.962415882E-1;4.087995310E-7;2.315604063E-2;5.873255296E-7;3.326846730E-2;6.721578690E-5;3.807371033E0;1.441790625E-6;8.166878817E-2
1.426448737E2;1.927512906E-7;1.095072294E-2;4.284479966E-6;2.434129125E-1;3.090967967E-7;1.756062629E-2;7.595613254E-7;4.315273637E-2;6.235827843E-5;3.542742712E0;1.241640915E-6;7.054098370E-2
1.424332344E2;2.056595503E-7;1.171882430E-2;5.419104062E-6;3.087895907E-1;2.243085565E-7;1.278147579E-2;9.413893858E-7;5.364193782E-2;5.720931814E-5;3.259882396E0;1.121933587E-6;6.392964762E-2
1.422222222E2;2.176438876E-7;1.243853946E-2;6.869222853E-6;3.925821235E-1;1.608301029E-7;9.191581735E-3;1.104591801E-6;6.312839227E-2;5.203519628E-5;2.973857202E0;1.102902099E-6;6.303182433E-2
1.420118343E2;2.257875081E-7;1.294221680E-2;8.582373663E-6;4.919445788E-1;1.191883982E-7;6.831919541E-3;1.228334578E-6;7.040855601E-2;4.668720678E-5;2.676126579E0;1.173472013E-6;6.726381511E-2
1.418020679E2;2.260593113E-7;1.299616168E-2;1.043829106E-5;6.000979010E-1;9.626975681E-8;5.534553375E-3;1.311586285E-6;7.540316441E-2;4.102344256E-5;2.358439867E0;1.294754039E-6;7.443547769E-2
1.415929204E2;2.156894859E-7;1.243665912E-2;1.225509450E-5;7.066289404E-1;8.786692924E-8;5.066408513E-3;1.382006205E-6;7.968649937E-2;3.517025058E-5;2.027917198E0;1.413252629E-6;8.148816868E-2
1.413843888E2;1.950053423E-7;1.127720372E-2;1.381971004E-5;7.991970047E-1;9.033982342E-8;5.224372731E-3;1.497493817E-6;8.660041124E-2;2.945995716E-5;1.703676087E0;1.478580540E-6;8.550665209E-2
1.411764706E2;1.674309797E-7;9.711113095E-3;1.493306038E-5;8.661278724E-1;1.010263092E-7;5.859596091E-3;1.738171286E-6;1.008151417E-1;2.420077148E-5;1.403661552E0;1.459088858E-6;8.462816701E-2
1.409691630E2;1.378050730E-7;8.016315422E-3;1.545307384E-5;8.989270968E-1;1.176995523E-7;6.846748932E-3;2.188673847E-6;1.273182440E-1;1.953028211E-5;1.136104051E0;1.349637837E-6;7.851033619E-2
1.407624633E2;1.103025446E-7;6.435312610E-3;1.532036088E-5;8.938262661E-1;1.378554805E-7;8.042816380E-3;2.912922356E-6;1.699468135E-1;1.545356308E-5;9.015975989E-1;1.169705268E-6;6.824338541E-2
1.405563690E2;8.720995488E-8;5.102967909E-3;1.456100822E-5;8.520169257E-1;1.585944019E-7;9.279928471E-3;3.926699215E-6;2.297652844E-1;1.199390358E-5;7.018064066E-1;9.540520337E-7;5.582501353E-2
1.403508772E2;6.895791707E-8;4.046799673E-3;1.327172402E-5;7.788519537E-1;1.773366389E-7;1.040701174E-2;5.176604323E-6;3.037893483E-1;9.313891452E-6;5.465863020E-1;7.405617779E-7;4.345991422E-2
1.401459854E2;5.490156351E-8;3.231329338E-3;1.159777189E-5;6.826075279E-1;1.928172013E-7;1.134859992E-2;6.534958686E-6;3.846266367E-1;7.708003370E-6;4.536682716E-1;5.602438418E-7;3.297414948E-2
1.399416910E2;4.415508332E-8;2.606419451E-3;9.711692317E-6;5.732690747E-1;2.054045590E-7;1.212477472E-2;7.817214779E-6;4.614404304E-1;7.471360922E-6;4.410251090E-1;4.326424249E-7;2.553834229E-2
1.397379913E2;3.599951501E-8;2.131206304E-3;7.795306581E-6;4.614897317E-1;2.162758309E-7;1.280373955E-2;8.821363119E-6;5.222332768E-1;8.731604945E-6;5.169195056E-1;3.671867003E-7;2.173780981E-2
1.395348837E2;2.988000443E-8;1.774078783E-3;6.023566933E-6;3.576399167E-1;2.259133964E-7;1.341325649E-2;9.379180880E-6;5.568742749E-1;1.133965177E-5;6.732741844E-1;3.673965367E-7;2.181359786E-2
1.393323657E2;2.533531046E-8;1.508620630E-3;4.547542840E-6;2.707887459E-1;2.330030486E-7;1.387443847E-2;9.402306069E-6;5.598712883E-1;1.483938812E-5;8.836286848E-1;4.331965668E-7;2.579519515E-2
1.391304348E2;2.215471697E-8;1.323060658E-3;3.476316045E-6;2.076026068E-1;2.346192362E-7;1.401125916E-2;8.906494356E-6;5.318881889E-1;1.850085469E-5;1.104855143E0;5.588255454E-7;3.337258133E-2
1.389290883E2;2.064301906E-8;1.236359233E-3;2.861258720E-6;1.713675517E-1;2.277254359E-7;1.363901493E-2;8.005549369E-6;4.794712850E-1;2.143604250E-5;1.283855282E0;7.287409071E-7;4.364601641E-2
1.387283237E2;2.160821722E-8;1.297915724E-3;2.688203402E-6;1.614691962E-1;2.111088328E-7;1.268042943E-2;6.878483466E-6;4.131618892E-1;2.283305444E-5;1.371486601E0;9.166387176E-7;5.505867480E-2
1.385281385E2;2.587730213E-8;1.558837460E-3;2.882094226E-6;1.736161065E-1;1.865161523E-7;1.123565214E-2;5.722631437E-6;3.447288365E-1;2.225362960E-5;1.340548998E0;1.091677718E-6;6.576219240E-2
1.383285303E2;3.364745450E-8;2.032761953E-3;3.325016239E-6;2.008760129E-1;1.582059027E-7;9.557779168E-3;4.709018142E-6;2.844884719E-1;1.982627557E-5;1.197775560E0;1.230821507E-6;7.435828854E-2
1.381294964E2;4.410552752E-8;2.672255613E-3;3.884707571E-6;2.353657738E-1;1.311147395E-7;7.943949848E-3;3.953092022E-6;2.395090352E-1;1.619639099E-5;9.813032325E-1;1.330541818E-6;8.061456335E-2
1.379310345E2;5.556576044E-8;3.376300628E-3;4.444902510E-6;2.700822776E-1;1.087732311E-7;6.609306262E-3;3.506342901E-6;2.130532840E-1;1.226258094E-5;7.451020088E-1;1.409131369E-6;8.562199254E-2
1.377331420E2;6.605599910E-8;4.025253070E-3;4.926596994E-6;3.002119405E-1;9.223500479E-8;5.620522606E-3;3.366528195E-6;2.051460599E-1;8.870160393E-6;5.405207829E-1;1.495361979E-6;9.112284242E-2
1.375358166E2;7.408419315E-8;4.527430253E-3;5.293368342E-6;3.234881147E-1;8.043793043E-8;4.915719593E-3;3.498662476E-6;2.138101215E-1;6.617690114E-6;4.044200140E-1;1.608089938E-6;9.827352807E-2
1.373390558E2;7.918774656E-8;4.853194581E-3;5.541526865E-6;3.396246176E-1;7.148911413E-8;4.381367021E-3;3.856693730E-6;2.363659268E-1;5.811253367E-6;3.561553974E-1;1.739312480E-6;1.065975769E-1
1.371428571E2;8.190653196E-8;5.034194440E-3;5.683578258E-6;3.493279154E-1;6.397929103E-8;3.932338282E-3;4.397367438E-6;2.702739596E-1;6.497534434E-6;3.993558382E-1;1.852715937E-6;1.138728749E-1
1.369472183E2;8.313611898E-8;5.124377912E-3;5.736016787E-6;3.535589355E-1;5.766267672E-8;3.554235518E-3;5.082785217E-6;3.132947823E-1;8.494888286E-6;5.236113789E-1;1.900206946E-6;1.171257285E-1
1.367521368E2;8.327585037E-8;5.147645945E-3;5.717173200E-6;3.534035774E-1;5.331664747E-8;3.295736074E-3;5.874206068E-6;3.631104685E-1;1.140073183E-5;7.047292907E-1;1.847241660E-6;1.141861175E-1
1.365576102E2;8.181280939E-8;5.071627223E-3;5.651237854E-6;3.503237691E-1;5.209664138E-8;3.229503382E-3;6.724557622E-6;4.168595328E-1;1.461763160E-5;9.061561249E-1;1.692398480E-6;1.049128403E-1
1.363636364E2;7.768332993E-8;4.829348203E-3;5.569047115E-6;3.462115708E-1;5.487885011E-8;3.411659572E-3;7.577294563E-6;4.710585130E-1;1.745829194E-5;1.085331575E0;1.470160980E-6;9.139566100E-2
1.361702128E2;7.014577291E-8;4.373157380E-3;5.499485075E-6;3.428590597E-1;6.187963406E-8;3.857814479E-3;8.375157569E-6;5.221395476E-1;1.933816461E-5;1.205615588E0;1.236037222E-6;7.705931625E-2
1.359773371E2;5.950064201E-8;3.720029826E-3;5.453926710E-6;3.409840523E-1;7.250985644E-8;4.533376775E-3;9.074841456E-6;5.673666660E-1;1.997218873E-5;1.248677917E0;1.043007962E-6;6.520972878E-2
1.357850071E2;4.716002214E-8;2.956842527E-3;5.413731360E-6;3.394305259E-1;8.533678833E-8;5.350452214E-3;9.659523569E-6;6.056335172E-1;1.944546491E-5;1.219193185E0;9.219887147E-7;5.780691607E-2
1.355932203E2;3.508137394E-8;2.205761120E-3;5.331551406E-6;3.352242937E-1;9.819858049E-8;6.174290985E-3;1.014245144E-5;6.377123395E-1;1.809848139E-5;1.137952198E0;8.747099340E-7;5.499787913E-2
1.354019746E2;2.502215267E-8;1.577729362E-3;5.148762325E-6;3.246464685E-1;1.085662041E-7;6.845457710E-3;1.056003879E-5;6.658453207E-1;1.630932792E-5;1.028356987E0;8.793045312E-7;5.544305461E-2
1.352112676E2;1.805284843E-8;1.141504956E-3;4.820766641E-6;3.048233099E-1;1.141224996E-7;7.216113257E-3;1.095935344E-5;6.929740929E-1;1.433246537E-5;9.062603228E-1;9.028050133E-7;5.708552868E-2
1.350210970E2;1.451584194E-8;9.204427897E-4;4.337212996E-6;2.750206600E-1;1.134585799E-7;7.194355811E-3;1.138678246E-5;7.220305829E-1;1.228664775E-5;7.790906227E-1;9.139502753E-7;5.795316211E-2
1.348314607E2;1.441280413E-8;9.164817895E-4;3.727500432E-6;2.370244010E-1;1.067382301E-7;6.787273542E-3;1.188114722E-5;7.554987197E-1;1.025320672E-5;6.519811939E-1;8.923352887E-7;5.674184113E-2
1.346423562E2;1.795524127E-8;1.144947763E-3;3.050029313E-6;1.944905215E-1;9.605202471E-8;6.124927490E-3;1.246903572E-5;7.951101489E-1;8.381876692E-6;5.344852138E-1;8.327087044E-7;5.309914549E-2
1.344537815E2;2.578551922E-8;1.648874769E-3;2.372336233E-6;1.517008567E-1;8.519428195E-8;5.447813586E-3;1.315810874E-5;8.414053374E-1;6.930123196E-6;4.431520337E-1;7.445999358E-7;4.761401298E-2
1.342657343E2;3.848853759E-8;2.468077891E-3;1.752496825E-6;1.123788779E-1;7.898343646E-8;5.064813720E-3;1.392850132E-5;8.931652985E-1;6.213281653E-6;3.984267534E-1;6.479632960E-7;4.155065338E-2
1.340782123E2;5.574352639E-8;3.584559980E-3;1.228249233E-6;7.898196133E-2;8.276167214E-8;5.321948521E-3;1.472896545E-5;9.471388613E-1;6.485089303E-6;4.170204701E-1;5.660930277E-7;3.640233303E-2
1.338912134E2;7.593739000E-8;4.896765938E-3;8.151574349E-7;5.256481900E-2;1.024065280E-7;6.603608556E-3;1.548673297E-5;9.986504210E-1;7.804484356E-6;5.032663508E-1;5.179770798E-7;3.340136553E-2
1.337047354E2;9.664671242E-8;6.249587341E-3;5.118373177E-7;3.309757716E-2;1.439824352E-7;9.310516436E-3;1.613472316E-5;1.043339800E0;9.959028840E-6;6.439931480E-1;5.123246912E-7;3.312909280E-2
1.335187761E2;1.155833158E-7;7.494942372E-3;3.089306111E-7;2.003245115E-2;2.116236348E-7;1.372262888E-2;1.664834614E-5;1.079553689E0;1.248770301E-5;8.097588636E-1;5.453579842E-7;3.536346604E-2
1.333333333E2;1.312893474E-7;8.537089815E-3;1.985652280E-7;1.291170395E-2;3.037947895E-7;1.975425619E-2;1.707295499E-5;1.110168898E0;1.479391714E-5;9.619744622E-1;6.029546149E-7;3.920712383E-2
1.331484050E2;1.433445851E-7;9.346891242E-3;1.831867239E-7;1.194482780E-2;4.103465631E-7;2.675695558E-2;1.752078016E-5;1.142455618E0;1.631437615E-5;1.063791140E0;6.658344702E-7;4.341623629E-2
1.329639889E2;1.521446038E-7;9.948241438E-3;2.848325066E-7;1.862427239E-2;5.131030866E-7;3.355014414E-2;1.812927945E-5;1.185414695E0;1.670084150E-5;1.092013777E0;7.153625841E-7;4.677523569E-2
1.327800830E2;1.582872195E-7;1.037857702E-2;5.538978646E-7;3.631797735E-2;5.908027910E-7;3.873775971E-2;1.899354761E-5;1.245369004E0;1.595172392E-5;1.045922696E0;7.379136856E-7;4.838352742E-2
1.325966851E2;1.619499067E-7;1.064812652E-2;1.071816161E-6;7.047138415E-2;6.268312799E-7;4.121384759E-2;2.010196471E-5;1.321694268E0;1.442139243E-5;9.481994416E-1;7.267587461E-7;4.778402922E-2
1.324137931E2;1.628906981E-7;1.073958911E-2;1.941051631E-6;1.279759814E-1;6.166868881E-7;4.065894408E-2;2.130756724E-5;1.404834774E0;1.268757420E-5;8.365077640E-1;6.819077379E-7;4.495903695E-2
1.322314050E2;1.612105398E-7;1.065815524E-2;3.259542844E-6;2.154990219E-1;5.714892047E-7;3.778301759E-2;2.235260820E-5;1.477803923E0;1.135618986E-5;7.507947964E-1;6.088995218E-7;4.025633582E-2
1.320495186E2;1.580367826E-7;1.047713088E-2;5.084218524E-6;3.370609173E-1;5.150510718E-7;3.414557928E-2;2.293902010E-5;1.520754295E0;1.092466273E-5;7.242562105E-1;5.171582950E-7;3.428527875E-2
1.318681319E2;1.553706779E-7;1.032873624E-2;7.396794442E-6;4.917243064E-1;4.753742255E-7;3.160194097E-2;2.281678029E-5;1.516814554E0;1.175884767E-5;7.817050023E-1;4.181905462E-7;2.780048274E-2
1.316872428E2;1.552040849E-7;1.034602616E-2;1.008883384E-5;6.725295848E-1;4.744590756E-7;3.162781451E-2;2.185550571E-5;1.456905171E0;1.413237553E-5;9.420752487E-1;3.240959099E-7;2.160448782E-2
1.315068493E2;1.585105549E-7;1.059544678E-2;1.297663813E-5;8.674077179E-1;5.204280090E-7;3.478738231E-2;2.007572339E-5;1.341937507E0;1.821979727E-5;1.217880364E0;2.465203461E-7;1.647835508E-2
1.313269494E2;1.645053901E-7;1.102631142E-2;1.584241573E-5;1.061870431E0;6.042757744E-7;4.050282407E-2;1.763563443E-5;1.182064595E0;2.398494335E-5;1.607640057E0;1.956472783E-7;1.311366040E-2
1.311475410E2;1.704424245E-7;1.145553122E-2;1.848422508E-5;1.242335165E0;7.023109453E-7;4.720271369E-2;1.478571448E-5;9.937561871E-1;3.102482856E-5;2.085196179E0;1.794999126E-7;1.206429009E-2
1.309686221E2;1.724041882E-7;1.161906361E-2;2.075263358E-5;1.398609698E0;7.841384495E-7;5.284648022E-2;1.181144266E-5;7.960241860E-1;3.853884788E-5;2.597299576E0;2.051407667E-7;1.382532316E-2
1.307901907E2;1.671210997E-7;1.129376567E-2;2.256065444E-5;1.524611465E0;8.236154001E-7;5.565855748E-2;8.981835647E-6;6.069774989E-1;4.558242282E-5;3.080384242E0;2.815856805E-7;1.902909147E-2
1.306122449E2;1.538087324E-7;1.042247925E-2;2.386900115E-5;1.617425521E0;8.080991744E-7;5.475889922E-2;6.513389641E-6;4.413642016E-1;5.156882188E-5;3.494437329E0;4.209336401E-7;2.852355689E-2
1.304347826E2;1.349096802E-7;9.166723030E-3;2.466050174E-5;1.675609852E0;7.422925871E-7;5.043663689E-2;4.552240966E-6;3.093116227E-1;5.672943526E-5;3.854601241E0;6.338486511E-7;4.306818472E-2
1.302578019E2;1.155127412E-7;7.870099694E-3;2.491998016E-5;1.697844984E0;6.459405912E-7;4.400914390E-2;3.173415304E-6;2.162107362E-1;6.214002369E-5;4.233716354E0;9.193946560E-7;6.264008218E-2
1.300813008E2;1.018720275E-7;6.959580161E-3;2.463011000E-5;1.682652531E0;5.470785910E-7;3.737470827E-2;2.393495434E-6;1.635161658E-1;6.912943936E-5;4.722708348E0;1.254166164E-6;8.568073264E-2
1.299052774E2;9.931952672E-8;6.803601781E-3;2.378371591E-5;1.629235834E0;4.730007014E-7;3.240156816E-2;2.192470255E-6;1.501889409E-1;7.830767683E-5;5.364244748E0;1.588376751E-6;1.088072330E-1
1.297297297E2;1.100247758E-7;7.557345888E-3;2.240414938E-5;1.538888900E0;4.414686705E-7;3.032345595E-2;2.539485265E-6;1.744313350E-1;8.878457863E-5;6.098406158E0;1.854975798E-6;1.274139722E-1
1.295546559E2;1.317638417E-7;9.075029229E-3;2.056205446E-5;1.416179453E0;4.551447851E-7;3.134738769E-2;3.415479074E-6;2.352357979E-1;9.813754234E-5;6.759070272E0;1.991370890E-6;1.371525663E-1
1.293800539E2;1.586898054E-7;1.095903228E-2;1.837931236E-5;1.269265388E0;5.013595818E-7;3.462362202E-2;4.825948304E-6;3.332773842E-1;1.032790597E-4;7.132396098E0;1.964981283E-6;1.357005464E-1
1.292059219E2;1.836908066E-7;1.271980392E-2;1.601599806E-5;1.109039471E0;5.569819536E-7;3.856862175E-2;6.793507686E-6;4.704213963E-1;1.018256594E-4;7.050992079E0;1.789037032E-6;1.238831746E-1
1.290322581E2;2.009730807E-7;1.395401318E-2;1.364235588E-5;9.472194639E-1;5.963464091E-7;4.140567296E-2;9.325706651E-6;6.475047956E-1;9.323663161E-5;6.473629115E0;1.518923106E-6;1.054622488E-1
1.288590604E2;2.077370790E-7;1.446245212E-2;1.140458860E-5;7.939762962E-1;5.999687033E-7;4.176923391E-2;1.236647798E-5;8.609420937E-1;7.911279039E-5;5.507755036E0;1.230543849E-6;8.566925836E-2
1.286863271E2;2.044904556E-7;1.427466962E-2;9.397601792E-6;6.560093986E-1;5.613346333E-7;3.918454978E-2;1.575226579E-5;1.099603350E0;6.254845031E-5;4.366259837E0;9.925554393E-7;6.928636808E-2
1.285140562E2;1.938861083E-7;1.357073172E-2;7.655875154E-6;5.358600920E-1;4.885894163E-7;3.419799361E-2;1.920127143E-5;1.343960667E0;4.695650346E-5;3.286641404E0;8.466338832E-7;5.925871327E-2
1.283422460E2;1.787366082E-7;1.254388536E-2;6.165231704E-6;4.326811415E-1;3.997619549E-7;2.805562991E-2;2.235427183E-5;1.568841581E0;3.499032321E-5;2.455650284E0;8.038250013E-7;5.641311402E-2
1.281708945E2;1.605757884E-7;1.129949583E-2;4.888448916E-6;3.439933798E-1;3.142554233E-7;2.211371890E-2;2.486066763E-5;1.749410749E0;2.799712953E-5;1.970119229E0;8.561491605E-7;6.024603068E-2
1.280000000E2;1.397409015E-7;9.859648570E-3;3.791587856E-6;2.675217017E-1;2.455843263E-7;1.732760506E-2;2.647653233E-5;1.868095177E0;2.604646631E-5;1.837751163E0;9.966492918E-7;7.032022591E-2
1.278295606E2;1.165609580E-7;8.246095311E-3;2.859661291E-6;2.023065010E-1;1.984795970E-7;1.404142264E-2;2.712916115E-5;1.919250257E0;2.829207248E-5;2.001520322E0;1.237657061E-6;8.755794616E-2
1.276595745E2;9.233443776E-8;6.549599711E-3;2.097269799E-6;1.487665708E-1;1.701220751E-7;1.206734476E-2;2.691794937E-5;1.909382866E0;3.337573454E-5;2.367455812E0;1.616231668E-6;1.146448792E-1
1.274900398E2;6.931515594E-8;4.929847954E-3;1.517216802E-6;1.079078312E-1;1.537003937E-7;1.093151362E-2;2.605569787E-5;1.853139145E0;3.972554667E-5;2.825369176E0;2.181057849E-6;1.551216819E-1
1.273209549E2;4.990324034E-8;3.558662535E-3;1.124992013E-6;8.022458862E-2;1.423879916E-7;1.015386591E-2;2.478578198E-5;1.767505138E0;4.577794020E-5;3.264482218E0;2.963040154E-6;2.112981023E-1
1.271523179E2;3.565097409E-8;2.549063602E-3;9.073948542E-7;6.487921452E-2;1.319486217E-7;9.434396605E-3;2.331800549E-5;1.667249791E0;5.021171624E-5;3.590164408E0;3.940807286E-6;2.817698162E-1
