"Distance (cm)";"Crosscorrelation (a.u.)";"Normalized CC (a.u.)";"Crosscorrelation history 1 (a.u.)";"Normalized CC history 1 (a.u.)";"Crosscorrelation history 2 (a.u.)";"Normalized CC history 2 (a.u.)";"Crosscorrelation history 3 (a.u.)";"Normalized CC history 3 (a.u.)";"Crosscorrelation history 4 (a.u.)";"Normalized CC history 4 (a.u.)";"Crosscorrelation history 5 (a.u.)";"Normalized CC history 5 (a.u.)"
1.345833333E2;4.011840674E-8;7.266516070E-4;6.322517678E-9;1.145176991E-4;4.638707222E-8;8.401938988E-4;2.942712039E-7;5.330038270E-3;5.456028712E-8;9.882326727E-4;5.202284528E-9;9.422728169E-5
1.349375000E2;3.886862543E-8;7.077249422E-4;5.288213748E-9;9.628847760E-5;3.420896285E-8;6.228812053E-4;2.715609805E-7;4.944617339E-3;6.768552887E-8;1.232426835E-3;5.907001143E-9;1.075554383E-4
1.352916667E2;3.764012560E-8;6.889586510E-4;4.295532253E-9;7.862471389E-5;2.598257632E-8;4.755807917E-4;2.528274976E-7;4.627712816E-3;8.096877637E-8;1.482039129E-3;6.291261952E-9;1.151542211E-4
1.356458333E2;3.684484149E-8;6.779374235E-4;3.377085967E-9;6.213767970E-5;2.138264718E-8;3.934362626E-4;2.400045339E-7;4.416033526E-3;9.283023390E-8;1.708057004E-3;6.215758958E-9;1.143686726E-4
1.360000000E2;3.682336849E-8;6.810850235E-4;2.600841027E-9;4.810515564E-5;1.925611247E-8;3.561610563E-4;2.349222009E-7;4.345121028E-3;1.021067993E-7;1.888567359E-3;5.677320216E-9;1.050077147E-4
1.363541667E2;3.763221599E-8;6.996754242E-4;2.021981194E-9;3.759360198E-5;1.831289120E-8;3.404816745E-4;2.386667118E-7;4.437400998E-3;1.082440868E-7;2.012523721E-3;4.802144615E-9;8.928367575E-5
1.367083333E2;3.899985961E-8;7.288749438E-4;1.668251930E-9;3.117824126E-5;1.768794936E-8;3.305730643E-4;2.512159414E-7;4.695017034E-3;1.113357100E-7;2.080771833E-3;3.785472577E-9;7.074733447E-5
1.370625000E2;4.045509987E-8;7.599947210E-4;1.560319956E-9;2.931237182E-5;1.701754941E-8;3.196938770E-4;2.715146763E-7;5.100709708E-3;1.119992792E-7;2.104032897E-3;2.817765543E-9;5.293490673E-5
1.374166667E2;4.153949837E-8;7.844044827E-4;1.735864651E-9;3.277892288E-5;1.625667099E-8;3.069802501E-4;2.979577509E-7;5.626437599E-3;1.111218561E-7;2.098351821E-3;2.033161202E-9;3.839287482E-5
1.377708333E2;4.197037065E-8;7.966313170E-4;2.242587579E-9;4.256611197E-5;1.552985869E-8;2.947691809E-4;3.290514241E-7;6.245660099E-3;1.095359666E-7;2.079080550E-3;1.497739854E-9;2.842830438E-5
1.381250000E2;4.168422484E-8;7.952731349E-4;3.096815425E-9;5.908264148E-5;1.500947573E-8;2.863585173E-4;3.639237472E-7;6.943124898E-3;1.077152179E-7;2.055046467E-3;1.230948756E-9;2.348467507E-5
1.384791667E2;4.076494239E-8;7.817280863E-4;4.237267296E-9;8.125586987E-5;1.477692930E-8;2.833694833E-4;4.023882717E-7;7.716390484E-3;1.055807286E-7;2.024666688E-3;1.242554473E-9;2.382782050E-5
1.388333333E2;3.934928168E-8;7.584453809E-4;5.516190057E-9;1.063228778E-4;1.475755075E-8;2.844472815E-4;4.445473760E-7;8.568514838E-3;1.025198965E-7;1.976039680E-3;1.560337109E-9;3.007502100E-5
1.391875000E2;3.758167096E-8;7.280757305E-4;6.746577450E-9;1.307025254E-4;1.479425198E-8;2.866114130E-4;4.902106195E-7;9.496928842E-3;9.765709640E-8;1.891926569E-3;2.229766639E-9;4.319762620E-5
1.395416667E2;3.563458958E-8;6.938723358E-4;7.780516659E-9;1.515012613E-4;1.478909743E-8;2.879714822E-4;5.384881148E-7;1.048537420E-2;9.030092944E-8;1.758328567E-3;3.276899350E-9;6.380738021E-5
1.398958333E2;3.374711928E-8;6.604596130E-4;8.570715715E-9;1.677361418E-4;1.481285803E-8;2.899001365E-4;5.878892962E-7;1.150548981E-2;8.037850542E-8;1.573075205E-3;4.653900475E-9;9.108076104E-5
1.402500000E2;3.222103962E-8;6.337898632E-4;9.173633828E-9;1.804459507E-4;1.513016957E-8;2.976113811E-4;6.368504222E-7;1.252688761E-2;6.864879711E-8;1.350326130E-3;6.200316211E-9;1.219606074E-4
1.406041667E2;3.134412562E-8;6.196586846E-4;9.681275185E-9;1.913942765E-4;1.612971870E-8;3.188769849E-4;6.843501014E-7;1.352928101E-2;5.656702869E-8;1.118303666E-3;7.656613298E-9;1.513676592E-4
1.409583333E2;3.126841947E-8;6.212800979E-4;1.012358730E-8;2.011481045E-4;1.817633864E-8;3.611502480E-4;7.301454372E-7;1.450744349E-2;4.584778558E-8;9.109611933E-4;8.740191818E-9;1.736610714E-4
1.413125000E2;3.190887972E-8;6.371955239E-4;1.041262611E-8;2.079320492E-4;2.144699110E-8;4.282797407E-4;7.744257361E-7;1.546467996E-2;3.793412671E-8;7.575150226E-4;9.251832498E-9;1.847519031E-4
1.416666667E2;3.292735492E-8;6.608337203E-4;1.037582925E-8;2.082371288E-4;2.585045486E-8;5.188042676E-4;8.170919745E-7;1.639858199E-2;3.364555190E-8;6.752475346E-4;9.157071146E-9;1.837773306E-4
1.420208333E2;3.383035137E-8;6.823553826E-4;9.857499595E-9;1.988249496E-4;3.114143658E-8;6.281201941E-4;8.571983982E-7;1.728962063E-2;3.314640523E-8;6.685602456E-4;8.591473795E-9;1.732893142E-4
1.423750000E2;3.413548451E-8;6.919481390E-4;8.818511009E-9;1.787568675E-4;3.720664418E-8;7.542025131E-4;8.930131122E-7;1.810194787E-2;3.615318818E-8;7.328482850E-4;7.782535065E-9;1.577569715E-4
1.427291667E2;3.355067059E-8;6.834813448E-4;7.373314634E-9;1.502063271E-4;4.428415165E-8;9.021396889E-4;9.227112866E-7;1.879711910E-2;4.216167735E-8;8.589014594E-4;6.934306780E-9;1.412630281E-4
1.430833333E2;3.208999835E-8;6.569734108E-4;5.749936639E-9;1.177175344E-4;5.281751643E-8;1.081324578E-3;9.452708657E-7;1.935237945E-2;5.052249817E-8;1.034339035E-3;6.143906097E-9;1.257832082E-4
1.434375000E2;3.008742279E-8;6.190281563E-4;4.200554753E-9;8.642354257E-5;6.291590873E-8;1.294451813E-3;9.608836551E-7;1.976952435E-2;6.037646343E-8;1.242204462E-3;5.396414196E-9;1.110275331E-4
1.437916667E2;2.807783793E-8;5.805385957E-4;2.916219956E-9;6.029589038E-5;7.375495750E-8;1.524960702E-3;9.704881438E-7;2.006585498E-2;7.058939425E-8;1.459509379E-3;4.628511741E-9;9.569930965E-5
1.441458333E2;2.657870969E-8;5.522529951E-4;1.986570772E-9;4.127700975E-5;8.339571670E-8;1.732797975E-3;9.746754712E-7;2.025182767E-2;7.986931360E-8;1.659526297E-3;3.805737777E-9;7.907570048E-5
1.445000000E2;2.586940962E-8;5.401597401E-4;1.412511848E-9;2.949360051E-5;8.927767486E-8;1.864140171E-3;9.726566947E-7;2.030931495E-2;8.711054748E-8;1.818890009E-3;2.959630712E-9;6.179782917E-5
1.448541667E2;2.586130644E-8;5.426408002E-4;1.140262335E-9;2.392581625E-5;8.924787535E-8;1.872664036E-3;9.620633224E-7;2.018671455E-2;9.180047468E-8;1.926224537E-3;2.171788620E-9;4.557005337E-5
1.452083333E2;2.613011999E-8;5.509656016E-4;1.090936524E-9;2.300289852E-5;8.261040363E-8;1.741878367E-3;9.398631143E-7;1.981744617E-2;9.419556791E-8;1.986156886E-3;1.527696547E-9;3.221218454E-5
1.455625000E2;2.610765577E-8;5.531805345E-4;1.177575372E-9;2.495098677E-5;7.056635955E-8;1.495191175E-3;9.039575657E-7;1.915345191E-2;9.507919801E-8;2.014580016E-3;1.075235018E-9;2.278255418E-5
1.459166667E2;2.536156099E-8;5.399900789E-4;1.317522456E-9;2.805225812E-5;5.574696867E-8;1.186946262E-3;8.545689211E-7;1.819520255E-2;9.518818585E-8;2.026715785E-3;8.134511747E-10;1.731973691E-5
1.462708333E2;2.381326721E-8;5.094885831E-4;1.445374503E-9;3.092401397E-5;4.112576960E-8;8.798922844E-4;7.946207819E-7;1.700103613E-2;9.466092326E-8;2.025285285E-3;7.147663104E-10;1.529253720E-5
1.466250000E2;2.177783311E-8;4.681992521E-4;1.520936699E-9;3.269845174E-5;2.894786260E-8;6.223469320E-4;7.288686238E-7;1.566986682E-2;9.286910366E-8;1.996582702E-3;7.564014629E-10;1.626179232E-5
1.469791667E2;1.980393196E-8;4.278218752E-4;1.531502682E-9;3.308486166E-5;2.021732324E-8;4.367523155E-4;6.622744066E-7;1.430703151E-2;8.875603917E-8;1.917385658E-3;9.339134045E-10;2.017521494E-5
1.473333333E2;1.840900740E-8;3.996063690E-4;1.489214577E-9;3.232654629E-5;1.483932524E-8;3.221188818E-4;5.984670476E-7;1.299099070E-2;8.149358684E-8;1.768990344E-3;1.248558199E-9;2.710259156E-5
1.476875000E2;1.784691775E-8;3.892697894E-4;1.423374301E-9;3.104606757E-5;1.214815061E-8;2.649705734E-4;5.390294985E-7;1.175709455E-2;7.107599104E-8;1.550280920E-3;1.687778775E-9;3.681315157E-5
1.480416667E2;1.802741797E-8;3.950949327E-4;1.368946580E-9;3.000229194E-5;1.144239779E-8;2.507754239E-4;4.838088492E-7;1.060331685E-2;5.850421542E-8;1.282197988E-3;2.222148573E-9;4.870135270E-5
1.483958333E2;1.861479005E-8;4.099223109E-4;1.356371765E-9;2.986910123E-5;1.229238381E-8;2.706945587E-4;4.319053323E-7;9.511126980E-3;4.545526713E-8;1.000985136E-3;2.821494401E-9;6.213304054E-5
1.487500000E2;1.922629219E-8;4.254117558E-4;1.407502675E-9;3.114319591E-5;1.460905265E-8;3.232481164E-4;3.826966195E-7;8.467760669E-3;3.365659846E-8;7.447048294E-4;3.471321261E-9;7.680840683E-5
1.491041667E2;1.962477263E-8;4.362989756E-4;1.535212526E-9;3.413092551E-5;1.863707300E-8;4.143403858E-4;3.363659724E-7;7.478105963E-3;2.434675458E-8;5.412783265E-4;4.167990912E-9;9.266299285E-5
1.494583333E2;1.981010120E-8;4.425139478E-4;1.741203269E-9;3.889463889E-5;2.495484014E-8;5.574360634E-4;2.937762467E-7;6.562313106E-3;1.808361935E-8;4.039481531E-4;4.893995835E-9;1.093210679E-4
1.498125000E2;1.999293997E-8;4.487172492E-4;2.014387357E-9;4.521047707E-5;3.435212061E-8;7.709916147E-4;2.558887807E-7;5.743112817E-3;1.489885572E-8;3.343867168E-4;5.591290516E-9;1.254897231E-4
1.501666667E2;2.047836960E-8;4.617878033E-4;2.336375259E-9;5.268532699E-5;4.742059522E-8;1.069335740E-3;2.231699320E-7;5.032488166E-3;1.460331656E-8;3.293051941E-4;6.154519148E-9;1.387845777E-4
1.505208333E2;2.153600402E-8;4.879309331E-4;2.696963065E-9;6.110380103E-5;6.389564680E-8;1.447653081E-3;1.953239462E-7;4.425361142E-3;1.700844156E-8;3.853521180E-4;6.456089463E-9;1.462725282E-4
1.508750000E2;2.328794875E-8;5.301097633E-4;3.109567537E-9;7.078391182E-5;8.215614169E-8;1.870142076E-3;1.714459123E-7;3.902668841E-3;2.194008726E-8;4.994280341E-4;6.402731094E-9;1.457470686E-4
1.512291667E2;2.562953157E-8;5.861540725E-4;3.615785081E-9;8.269394799E-5;9.939702195E-8;2.273235820E-3;1.504974305E-7;3.441915492E-3;2.910152222E-8;6.655594044E-4;5.993105936E-9;1.370638961E-4
1.515833333E2;2.821451599E-8;6.482992371E-4;4.264522197E-9;9.798808840E-5;1.126243874E-7;2.587827643E-3;1.318183130E-7;3.028856203E-3;3.793671029E-8;8.716910240E-4;5.329618987E-9;1.224613573E-4
1.519375000E2;3.052338809E-8;7.046325333E-4;5.067455939E-9;1.169822401E-4;1.199750364E-7;2.769624183E-3;1.154317953E-7;2.664743444E-3;4.766040447E-8;1.100240623E-3;4.571292309E-9;1.055283008E-4
1.522916667E2;3.200290664E-8;7.422354685E-4;5.954091428E-9;1.380917643E-4;1.215384334E-7;2.818810712E-3;1.020134933E-7;2.365973625E-3;5.745928891E-8;1.332639023E-3;3.864795053E-9;8.963523217E-5
1.526458333E2;3.224201453E-8;7.512631341E-4;6.761672328E-9;1.575520394E-4;1.191158561E-7;2.775488836E-3;9.257636454E-8;2.157098766E-3;6.676861076E-8;1.555758736E-3;3.296903384E-9;7.682032297E-5
1.530000000E2;3.111833752E-8;7.284491631E-4;7.278811504E-9;1.703896985E-4;1.150419503E-7;2.693017014E-3;8.804843826E-8;2.061125891E-3;7.541422693E-8;1.765371638E-3;2.883528407E-9;6.750051648E-5
1.533541667E2;2.884178654E-8;6.782867274E-4;7.329282058E-9;1.723663940E-4;1.108407724E-7;2.606697913E-3;8.891160749E-8;2.090978768E-3;8.350273721E-8;1.963775659E-3;2.588116176E-9;6.086602328E-5
1.537083333E2;2.586485705E-8;6.110896239E-4;6.851736807E-9;1.618808586E-4;1.066284088E-7;2.519229629E-3;9.505716393E-8;2.245844484E-3;9.108629483E-8;2.152027731E-3;2.357418002E-9;5.569695117E-5
1.540625000E2;2.270178761E-8;5.388326930E-4;5.929833188E-9;1.407460963E-4;1.016085151E-7;2.411703904E-3;1.058747739E-7;2.512964640E-3;9.778699445E-8;2.320999142E-3;2.157443683E-9;5.120747360E-5
1.544166667E2;1.975249283E-8;4.709884523E-4;4.757402284E-9;1.134379118E-4;9.516919025E-8;2.269262418E-3;1.205178643E-7;2.873689052E-3;1.026314011E-7;2.447195156E-3;1.991704660E-9;4.749121559E-5
1.547708333E2;1.721256833E-8;4.123100485E-4;3.560699428E-9;8.529303274E-5;8.764811973E-8;2.099524011E-3;1.382254953E-7;3.311055013E-3;1.042473338E-7;2.497141765E-3;1.893695532E-9;4.536160331E-5
1.551250000E2;1.509925194E-8;3.633448597E-4;2.519892202E-9;6.063809535E-5;8.019934124E-8;1.929898151E-3;1.585745950E-7;3.815901889E-3;1.013878340E-7;2.439773076E-3;1.900256637E-9;4.572733034E-5
1.554791667E2;1.335749991E-8;3.229011474E-4;1.726742994E-9;4.174189017E-5;7.398166731E-8;1.788415904E-3;1.815574775E-7;4.388928933E-3;9.353888690E-8;2.261187656E-3;2.024960871E-9;4.895094093E-5
1.558333333E2;1.197007146E-8;2.906815477E-4;1.188424228E-9;2.885972696E-5;6.934886201E-8;1.684069691E-3;2.074404554E-7;5.037489781E-3;8.128543332E-8;1.973937721E-3;2.241714178E-9;5.443784938E-5
1.561875000E2;1.100294113E-8;2.684116343E-4;8.635959737E-10;2.106702234E-5;6.564852583E-8;1.601465271E-3;2.364752233E-7;5.768703148E-3;6.623383311E-8;1.615743570E-3;2.481821752E-9;6.054288799E-5
1.565416667E2;1.056710375E-8;2.589499779E-4;7.046805283E-10;1.726840310E-5;6.171718339E-8;1.512397687E-3;2.685788941E-7;6.581604601E-3;5.052970656E-8;1.238245285E-3;2.651176175E-9;6.496785004E-5
1.568958333E2;1.073042481E-8;2.641433834E-4;6.859847827E-10;1.688640893E-5;5.664881379E-8;1.394484337E-3;3.031452323E-7;7.462314744E-3;3.622890363E-8;8.918216517E-4;2.667831913E-9;6.567215745E-5
1.572500000E2;1.143377947E-8;2.827294965E-4;8.018767073E-10;1.982845640E-5;5.031889168E-8;1.244263539E-3;3.391122182E-7;8.385418569E-3;2.481873355E-8;6.137067851E-4;2.502506197E-9;6.188087840E-5
1.576041667E2;1.246644533E-8;3.096549499E-4;1.047096071E-9;2.600889612E-5;4.337443019E-8;1.077380653E-3;3.752519515E-7;9.320910749E-3;1.704838612E-8;4.234661134E-4;2.191377070E-9;5.443177579E-5
1.579583333E2;1.351527225E-8;3.372173287E-4;1.396978768E-9;3.485578683E-5;3.679488857E-8;9.180631962E-4;4.105216330E-7;1.024285756E-2;1.304142807E-8;3.253945208E-4;1.813049527E-9;4.523709973E-5
1.583125000E2;1.426527608E-8;3.575284411E-4;1.801531938E-9;4.515152051E-5;3.136774248E-8;7.861649512E-4;4.442589143E-7;1.113439349E-2;1.254909297E-8;3.145160054E-4;1.451154521E-9;3.637006470E-5
1.586666667E2;1.451390178E-8;3.653890900E-4;2.195128378E-9;5.526260082E-5;2.740134854E-8;6.898319940E-4;4.760724547E-7;1.198517694E-2;1.517052691E-8;3.819197005E-4;1.169369211E-9;2.943899983E-5
1.590208333E2;1.425313405E-8;3.604279152E-4;2.515198955E-9;6.360340907E-5;2.473474870E-8;6.254830603E-4;5.054776369E-7;1.278232915E-2;2.047737282E-8;5.178241338E-4;1.005244021E-9;2.542023426E-5
1.593750000E2;1.366318234E-8;3.470501685E-4;2.722749388E-9;6.915889804E-5;2.292601284E-8;5.823296815E-4;5.315311215E-7;1.350109811E-2;2.803938544E-8;7.122113430E-4;9.739339855E-10;2.473830367E-5
1.597291667E2;1.301817956E-8;3.321381094E-4;2.810323949E-9;7.170093784E-5;2.149036741E-8;5.482924836E-4;5.527426170E-7;1.410234718E-2;3.742799670E-8;9.549157011E-4;1.072632166E-9;2.736650068E-5
1.600833333E2;1.254617861E-8;3.215168244E-4;2.793714529E-9;7.159361041E-5;2.008960775E-8;5.148298207E-4;5.674035625E-7;1.454066590E-2;4.821388741E-8;1.235561556E-3;1.283414041E-9;3.288963273E-5
1.604375000E2;1.231731200E-8;3.170499685E-4;2.695995059E-9;6.939542884E-5;1.859188476E-8;4.785586723E-4;5.742271174E-7;1.478071591E-2;5.994850189E-8;1.543085913E-3;1.575384338E-9;4.055069440E-5
1.607916667E2;1.221747160E-8;3.158700228E-4;2.538794367E-9;6.563788820E-5;1.700130081E-8;4.395509522E-4;5.729544285E-7;1.481314092E-2;7.211555451E-8;1.864472667E-3;1.908075336E-9;4.933130355E-5
1.611458333E2;1.201952931E-8;3.121228920E-4;2.343898435E-9;6.086630676E-5;1.534670955E-8;3.985230407E-4;5.645685975E-7;1.466070582E-2;8.406147157E-8;2.182906579E-3;2.235826816E-9;5.805990514E-5
1.615000000E2;1.152708998E-8;3.006524425E-4;2.137032099E-9;5.573860548E-5;1.364388862E-8;3.558633139E-4;5.509584803E-7;1.437023682E-2;9.497176093E-8;2.477077211E-3;2.518488275E-9;6.568784081E-5
1.618541667E2;1.071485861E-8;2.806947001E-4;1.944335736E-9;5.093531855E-5;1.193034409E-8;3.125364952E-4;5.341619139E-7;1.399331748E-2;1.039282038E-7;2.722583384E-3;2.735320198E-9;7.165655758E-5
1.622083333E2;9.785523269E-9;2.574722202E-4;1.783553530E-9;4.692804611E-5;1.031006728E-8;2.712737826E-4;5.155836931E-7;1.356580272E-2;1.100443115E-7;2.895435679E-3;2.889791968E-9;7.603488680E-5
1.625625000E2;9.093889193E-9;2.403202667E-4;1.665089237E-9;4.400259130E-5;8.962718379E-9;2.368538724E-4;4.955829102E-7;1.309655469E-2;1.126307860E-7;2.976444947E-3;3.001103820E-9;7.930886938E-5
1.629166667E2;8.974724114E-9;2.382056940E-4;1.602010070E-9;4.252029540E-5;8.122335643E-9;2.155817353E-4;4.735954964E-7;1.257009602E-2;1.113285671E-7;2.954865045E-3;3.090387326E-9;8.202456680E-5
1.632708333E2;9.565523712E-9;2.549916572E-4;1.614215924E-9;4.303074309E-5;8.036419133E-9;2.142297583E-4;4.486996704E-7;1.196115090E-2;1.061677567E-7;2.830152642E-3;3.171578420E-9;8.454592363E-5
1.636250000E2;1.071302715E-8;2.868213825E-4;1.721819928E-9;4.609852707E-5;8.910862248E-9;2.385717681E-4;4.202714587E-7;1.125198686E-2;9.755237535E-8;2.611783464E-3;3.247329214E-9;8.694120171E-5
1.639791667E2;1.201288633E-8;3.230165079E-4;1.938842925E-9;5.213387140E-5;1.084041239E-8;2.914896602E-4;3.883721086E-7;1.044300253E-2;8.620230571E-8;2.317908203E-3;3.308248347E-9;8.895604261E-5
1.643333333E2;1.297019643E-8;3.502659192E-4;2.274173416E-9;6.141506385E-5;1.372009036E-8;3.705171381E-4;3.537172653E-7;9.552291957E-3;7.308259489E-8;1.973627956E-3;3.338770896E-9;9.016499193E-5
1.646875000E2;1.321025450E-8;3.582881614E-4;2.735627170E-9;7.419560531E-5;1.716682584E-8;4.655981810E-4;3.173339735E-7;8.606723351E-3;5.931840100E-8;1.608832050E-3;3.333127276E-9;9.040098685E-5
1.650416667E2;1.263034244E-8;3.440347620E-4;3.333063689E-9;9.078849433E-5;2.051460005E-8;5.587920977E-4;2.801720835E-7;7.631537825E-3;4.607740417E-8;1.255090973E-3;3.314477599E-9;9.028223245E-5
1.653958333E2;1.141188931E-8;3.121811526E-4;4.068427777E-9;1.112950221E-4;2.295693066E-8;6.280047832E-4;2.429209215E-7;6.645291696E-3;3.441925974E-8;9.415657551E-4;3.335982007E-9;9.125839549E-5
1.657500000E2;9.903746887E-9;2.720862572E-4;4.919645770E-9;1.351577357E-4;2.382695053E-8;6.545993010E-4;2.061080421E-7;5.662419122E-3;2.512876464E-8;6.903641216E-4;3.459146585E-9;9.503335032E-5
1.661041667E2;8.460663337E-9;2.334347287E-4;5.832728154E-9;1.609284355E-4;2.287793670E-8;6.312158672E-4;1.703423416E-7;4.699846421E-3;1.859761778E-8;5.131193249E-4;3.723509250E-9;1.027338326E-4
1.664583333E2;7.318012599E-9;2.027702500E-4;6.743185200E-9;1.868427159E-4;2.038827546E-8;5.649260175E-4;1.364924511E-7;3.781984256E-3;1.481522776E-8;4.105059121E-4;4.127145445E-9;1.143565008E-4
1.668125000E2;6.559287271E-9;1.825214179E-4;7.607727238E-9;2.116957385E-4;1.705888237E-8;4.746874575E-4;1.056475625E-7;2.939792405E-3;1.348865092E-8;3.753407330E-4;4.625536977E-9;1.287120891E-4
1.671666667E2;6.175298978E-9;1.725668431E-4;8.421337005E-9;2.353316894E-4;1.380268769E-8;3.857118900E-4;7.885903436E-8;2.203691619E-3;1.426407545E-8;3.986052301E-4;5.146789285E-9;1.438254539E-4
1.675208333E2;6.164126474E-9;1.729852965E-4;9.204651313E-9;2.583122432E-4;1.155597867E-8;3.242980828E-4;5.682931057E-8;1.594813991E-3;1.696527207E-8;4.761003254E-4;5.620753855E-9;1.577365060E-4
1.678750000E2;6.586595650E-9;1.856235415E-4;9.976762347E-9;2.811652723E-4;1.113586756E-8;3.138311935E-4;3.971287839E-8;1.119188959E-3;2.177585664E-8;6.136875322E-4;6.018244356E-9;1.696062565E-4
1.682291667E2;7.522261286E-9;2.128879117E-4;1.073693006E-8;3.038664214E-4;1.316745001E-8;3.726526941E-4;2.712052613E-8;7.675394343E-4;2.925420337E-8;8.279247459E-4;6.385458725E-9;1.807152027E-4
1.685833333E2;8.962317192E-9;2.547121043E-4;1.147713413E-8;3.261840574E-4;1.814994303E-8;5.158275571E-4;1.830707906E-8;5.202934164E-4;4.012535721E-8;1.140376306E-3;6.862240458E-9;1.950272089E-4
1.689375000E2;1.071731308E-8;3.058708174E-4;1.221328060E-8;3.485655493E-4;2.672243091E-8;7.626549421E-4;1.241621842E-8;3.543573702E-4;5.485399005E-8;1.565526234E-3;7.663847518E-9;2.187252801E-4
1.692916667E2;1.241545850E-8;3.558229236E-4;1.298650757E-8;3.721890007E-4;3.991214773E-8;1.143868919E-3;8.681645871E-9;2.488130919E-4;7.313674977E-8;2.096074996E-3;9.006550735E-9;2.581247575E-4
1.696458333E2;1.360733339E-8;3.916150921E-4;1.381054854E-8;3.974635650E-4;5.895403871E-8;1.696680065E-3;6.531175925E-9;1.879653410E-4;9.354011786E-8;2.692057350E-3;1.098620586E-8;3.161798052E-4
1.700000000E2;1.393634795E-8;4.027604558E-4;1.460425514E-8;4.220629736E-4;8.444645665E-8;2.440502597E-3;5.596053150E-9;1.617259360E-4;1.135170233E-7;3.280641974E-3;1.346030552E-8;3.890028296E-4
1.703541667E2;1.329610187E-8;3.858600840E-4;1.517395446E-8;4.403563843E-4;1.152069178E-7;3.343367208E-3;5.675698112E-9;1.647118360E-4;1.299098357E-7;3.770053857E-3;1.601457541E-8;4.647516598E-4
1.707083333E2;1.188047658E-8;3.462129488E-4;1.527510086E-8;4.451368322E-4;1.477410728E-7;4.305372105E-3;6.717429247E-9;1.957548565E-4;1.398124889E-7;4.074322587E-3;1.806922369E-8;5.265613020E-4
1.710625000E2;1.009508142E-8;2.954060976E-4;1.472879285E-8;4.309995172E-4;1.770178981E-7;5.179964809E-3;8.815570305E-9;2.579645585E-4;1.414571346E-7;4.139372272E-3;1.910442423E-8;5.590409006E-4
1.714166667E2;8.378019704E-9;2.461769965E-4;1.353199044E-8;3.976195904E-4;1.984149529E-7;5.830160215E-3;1.223730097E-8;3.595768576E-4;1.347297952E-7;3.958856328E-3;1.889949264E-8;5.553365230E-4
1.717708333E2;7.033297478E-9;2.075189837E-4;1.189038868E-8;3.508285242E-4;2.096759918E-7;6.186536095E-3;1.745039369E-8;5.148776907E-4;1.211049871E-7;3.573229188E-3;1.764849325E-8;5.207226617E-4
1.721250000E2;6.153254150E-9;1.823025568E-4;1.014455500E-8;3.005528894E-4;2.116247244E-7;6.269809017E-3;2.510426646E-8;7.437644946E-4;1.030722283E-7;3.053722517E-3;1.586737934E-8;4.701030956E-4
1.724791667E2;5.645299885E-9;1.679423816E-4;8.630115179E-9;2.567378396E-4;2.071669506E-7;6.163022652E-3;3.589106620E-8;1.067725587E-3;8.335153691E-8;2.479630117E-3;1.413840680E-8;4.206043537E-4
1.728333333E2;5.339737394E-9;1.595052239E-4;7.556541867E-9;2.257241909E-4;1.992771833E-7;5.952680704E-3;5.030341301E-8;1.502631415E-3;6.423733738E-8;1.918856702E-3;1.284173896E-8;3.836002217E-4
1.731875000E2;5.112808860E-9;1.533531296E-4;6.952099002E-9;2.085206329E-4;1.893464098E-7;5.679239203E-3;6.835678202E-8;2.050287178E-3;4.728413090E-8;1.418235974E-3;1.201901884E-8;3.604973714E-4
1.735416667E2;4.955409946E-9;1.492406446E-4;6.686200897E-9;2.013663739E-4;1.769969568E-7;5.330566030E-3;8.942350502E-8;2.693141774E-3;3.332571086E-8;1.003660772E-3;1.142393504E-8;3.440513394E-4
1.738958333E2;4.955057986E-9;1.498397685E-4;6.555219709E-9;1.982282763E-4;1.612999416E-7;4.877671660E-3;1.123144353E-7;3.396361664E-3;2.266930264E-8;6.855142905E-4;1.071164871E-8;3.239176954E-4
1.742500000E2;5.217267938E-9;1.584122325E-4;6.399800800E-9;1.943175517E-4;1.422036745E-7;4.317739055E-3;1.356309842E-7;4.118172049E-3;1.531754501E-8;4.650875765E-4;9.651504604E-9;2.930492375E-4
1.746041667E2;5.781011081E-9;1.762434592E-4;6.192889191E-9;1.888002286E-4;1.210006357E-7;3.688899796E-3;1.582368636E-7;4.824106343E-3;1.114779729E-8;3.398586043E-4;8.245179868E-9;2.513676244E-4
1.749583333E2;6.574284666E-9;2.012416043E-4;6.040466900E-9;1.849012192E-4;9.967485455E-8;3.051089002E-3;1.795916052E-7;5.497374177E-3;1.003218054E-8;3.070892437E-4;6.697135386E-9;2.050021163E-4
1.753125000E2;7.424101116E-9;2.281758327E-4;6.097788470E-9;1.874123130E-4;7.991841636E-8;2.456250382E-3;1.997228024E-7;6.138375008E-3;1.186406152E-8;3.646356744E-4;5.280941944E-9;1.623069658E-4
1.756666667E2;8.120227311E-9;2.505802901E-4;6.473560073E-9;1.997661517E-4;6.259737632E-8;1.931678525E-3;2.188355431E-7;6.752997393E-3;1.648414314E-8;5.086805099E-4;4.201219960E-9;1.296445132E-4
1.760208333E2;8.503021878E-9;2.634519649E-4;7.182282065E-9;2.225310424E-4;4.789050945E-8;1.483807639E-3;2.368225043E-7;7.337550696E-3;2.353209444E-8;7.291027362E-4;3.524786533E-9;1.092096376E-4
